identifier,major_group,group,sub_group,membran_prediction,seq_start,number_cysteines,data_source,species
Q53B50,Short-chain,Short-chain,,Secreted,MKN,8,SP,Ophiophagus_hannah
Q53B52,Short-chain,Short-chain,,Secreted,MKN,8,SP,Ophiophagus_hannah
Q69CJ8,Short-chain,Short-chain,,Secreted,MKP,8,SP,Ophiophagus_hannah
Q69CK0,Short-chain,Short-chain,β-cardiotoxin,Secreted,MKT,8,SP,Ophiophagus_hannah
A7X4Q3,Long-chain,Long-chain,,Secreted,MKT,10,SP,Oxyuranus_microlepidotus
A8HDK7,Long-chain,Long-chain,,Secreted,MKT,10,SP,Oxyuranus_microlepidotus
A8HDK8,Long-chain,Long-chain,,Secreted,MKT,10,SP,Oxyuranus_microlepidotus
A7X4R0,Non-standard,Non-standard,Australian long-chain reversion,Secreted,MKT,8,SP,Oxyuranus_microlepidotus
A7X4R5,Short-chain,Short-chain,,Secreted,MKT,8,SP,Oxyuranus_microlepidotus
A7X4S0,Short-chain,Short-chain,,Secreted,MKT,8,SP,Oxyuranus_microlepidotus
A7X4S7,Short-chain,Short-chain,,Secreted,MKT,9,SP,Oxyuranus_microlepidotus
A7X4T2,Short-chain,Short-chain,,Secreted,MKT,8,SP,Oxyuranus_microlepidotus
A8HDK2,Short-chain,Short-chain,,Secreted,MKT,8,SP,Oxyuranus_scutellatus_scutellatus
A8HDK9,Non-standard,Non-standard,Australian long-chain reversion,Secreted,MKT,8,SP,Oxyuranus_scutellatus_scutellatus
P0CB06,Short-chain,Short-chain,,Secreted,,8,SP,Oxyuranus_scutellatus_scutellatus
Q45Z11,Short-chain,Short-chain,,Secreted,MKT,8,SP,Oxyuranus_scutellatus_scutellatus
Q4VRI0,Short-chain,Short-chain,,Secreted,MKT,8,SP,Oxyuranus_scutellatus_scutellatus
H8PG68,Long-chain,Long-chain,,Secreted,MKT,10,TR,Parasuta_nigriceps
H8PG67,Non-standard,Non-standard,,Secreted,MKT,9,TR,Parasuta_nigriceps
H8PG61,Short-chain,Short-chain,,Secreted,MKT,9,TR,Parasuta_nigriceps
H8PG65,Short-chain,Short-chain,,Secreted,MKT,9,TR,Parasuta_nigriceps
P14612,Non-standard,Non-standard,,Secreted,MKT,11,SP,Pseudechis_australis
P25497,Short-chain,Short-chain,,Secreted,MKT,9,SP,Pseudechis_australis
A8HDJ4,Short-chain,Short-chain,,Secreted,MKT,9,SP,Pseudechis_porphyriacus
S6CB76,Long-chain,Long-chain,,Secreted,MKT,10,TR,Pseudechis_rossignolii
R4FIT5,Long-chain,Long-chain,,Secreted,MKT,10,TR,Pseudonaja_modesta
R4FK68,Long-chain,Long-chain,,Secreted,MKT,10,TR,Pseudonaja_modesta
R4FK75,Long-chain,Long-chain,,Secreted,MKT,10,TR,Pseudonaja_modesta
R4G319,Long-chain,Long-chain,,Secreted,MKT,10,TR,Pseudonaja_modesta
R4G2J7,Non-standard,Non-standard,,Secreted,MKT,9,TR,Pseudonaja_modesta
R4G326,Non-standard,Non-standard,,Secreted,MKT,9,TR,Pseudonaja_modesta
R4G7K6,Non-standard,Non-standard,,Secreted,MKT,9,TR,Pseudonaja_modesta
R4FIT0,Non-standard,Non-standard,Australian long-chain reversion,Secreted,MKT,8,TR,Pseudonaja_modesta
R4FIV9,Short-chain,Short-chain,,Secreted,MKT,8,TR,Pseudonaja_modesta
R4FIW8,Short-chain,Short-chain,,Secreted,MKT,8,TR,Pseudonaja_modesta
R4FK93,Non-standard,Non-standard,Australian long-chain reversion,Secreted,MKT,8,TR,Pseudonaja_modesta
R4FKC0,Short-chain,Short-chain,,Secreted,MKT,8,TR,Pseudonaja_modesta
R4G2J9,Short-chain,Short-chain,,Secreted,MKT,8,TR,Pseudonaja_modesta
R4G2K1,Short-chain,Short-chain,,Secreted,MKT,8,TR,Pseudonaja_modesta
R4G2K2,Short-chain,Short-chain,,Secreted,MKT,8,TR,Pseudonaja_modesta
R4G2K6,Short-chain,Short-chain,,Secreted,MKT,8,TR,Pseudonaja_modesta
R4G321,Non-standard,Non-standard,Australian long-chain reversion,Secreted,MKT,8,TR,Pseudonaja_modesta
R4G330,Short-chain,Short-chain,,Secreted,MKT,8,TR,Pseudonaja_modesta
R4G7K5,Short-chain,Short-chain,,Secreted,MKT,8,TR,Pseudonaja_modesta
PSETE_GDAD01001328.1_69_296,Non-standard,Non-standard,,Secreted,,11,NCBI,Pseudonaja_textilis
P13495,Long-chain,Long-chain,,Secreted,,10,SP,Pseudonaja_textilis
Q9W7J5,Long-chain,Long-chain,,Secreted,MKT,10,SP,Pseudonaja_textilis
PSETE_GDAD01000187.1_103_339,Non-standard,Non-standard,,Secreted,,9,NCBI,Pseudonaja_textilis
Q9W7J9,Non-standard,Non-standard,,Secreted,MKT,7,SP,Pseudonaja_textilis
Pste_2,Ly-6,PSCA,PSCA,Membrane,MHG,11,NCBI,Pseudonaja_textilis
Pste_3,Ly-6,SLURP1,SLURP1,Membrane,MMK,10,NCBI,Pseudonaja_textilis
Pste_4,Ly-6,LYPD2,LYPD2,Membrane,MVK,10,NCBI,Pseudonaja_textilis
Pste_5,Ly-6,Reptilian Ly6 group 1,Reptilian Ly6 group 1,Membrane,MPT,10,NCBI,Pseudonaja_textilis
Pste_6,Ly-6,Reptilian Ly6 group 1-2,Reptilian Ly6 group 1-2,Membrane,MKP,10,NCBI,Pseudonaja_textilis
Pste_7,Ly-6,Reptilian Ly6 group 3,Reptilian Ly6 group 3,Secreted,MKR,11,NCBI,Pseudonaja_textilis
Pste_8,Ly-6,Reptilian Ly6 group 4,Reptilian Ly6 group 4,Membrane,MKT,10,NCBI,Pseudonaja_textilis
Pste_9,Ly-6,Ly6E,Ly6E,Secreted,MKT,10,NCBI,Pseudonaja_textilis
Pste_s337_1,Plesiotypic,Plesiotypic,,Secreted,MKT,10,NCBI,Pseudonaja_textilis
PSETE_GDAD01000072.1_272_508,Short-chain,Short-chain,,Secreted,,8,NCBI,Pseudonaja_textilis
PSETE_GDAD01000079.1_272_508,Short-chain,Short-chain,,Secreted,,8,NCBI,Pseudonaja_textilis
PSETE_GDAD01000185.1_103_345,Short-chain,Short-chain,,Secreted,,8,NCBI,Pseudonaja_textilis
PSETE_XM_026716000.1_90_335,Short-chain,Short-chain,,Secreted,MKT,8,NCBI,Pseudonaja_textilis
Pste1,Short-chain,Short-chain,,Secreted,MKT,8,NCBI,Pseudonaja_textilis
A8HDK1,Short-chain,Short-chain,,Secreted,MKT,8,SP,Pseudonaja_textilis
A8HDK6,Non-standard,Non-standard,Australian long-chain reversion,Secreted,MKT,8,SP,Pseudonaja_textilis
Q9W7J6,Short-chain,Short-chain,,Secreted,MKT,8,SP,Pseudonaja_textilis
Q9W7J7,Short-chain,Short-chain,,Secreted,MKT,8,SP,Pseudonaja_textilis
Q9W7K0,Short-chain,Short-chain,,Secreted,MKT,8,SP,Pseudonaja_textilis
Q9W7K1,Short-chain,Short-chain,,Secreted,MKT,8,SP,Pseudonaja_textilis
Q9W7K2,Short-chain,Short-chain,,Secreted,MKT,8,SP,Pseudonaja_textilis
A8HDK4,Long-chain,Long-chain,,Secreted,MKT,10,SP,Tropidechis_carinatus
A8HDJ5,Short-chain,Short-chain,,Secreted,MKT,9,SP,Tropidechis_carinatus
A8HDJ6,Short-chain,Short-chain,,Secreted,MKT,9,SP,Tropidechis_carinatus
R4FIZ6,Long-chain,Long-chain,,Secreted,MKT,10,TR,Vermicella_annulata
R4FKG3,Long-chain,Long-chain,,Secreted,MKT,10,TR,Vermicella_annulata
R4G352,Long-chain,Long-chain,,Secreted,MKT,10,TR,Vermicella_annulata
R4FKG7,Non-standard,Non-standard,,Secreted,MKT,9,TR,Vermicella_annulata
R4G2M2,Non-standard,Non-standard,,Secreted,MKT,9,TR,Vermicella_annulata
R4G354,Non-standard,Non-standard,,Secreted,MKT,9,TR,Vermicella_annulata
R4FIZ2,Short-chain,Short-chain,,Secreted,MKT,8,TR,Vermicella_annulata
R4G2M0,Short-chain,Short-chain,,Secreted,MKT,8,TR,Vermicella_annulata
R4G7L9,Short-chain,Short-chain,,Secreted,MKT,8,TR,Vermicella_annulata
WALAE_GIJO01002154.1_C376_188,Plesiotypic,Plesiotypic,,Secreted,,10,NCBI,Walterinnesia_aegyptia
C0HKZ8,Plesiotypic,Plesiotypic,,Secreted,,10,SP,Walterinnesia_aegyptia
C1IC49,Plesiotypic,Plesiotypic,,Secreted,MKT,10,SP,Walterinnesia_aegyptia
WALAE_GIJO01000037.1_C2199_1945,Short-chain,Short-chain,,Secreted,,8,NCBI,Walterinnesia_aegyptia
WALAE_GIJO01002203.1_C450_211,Short-chain,Short-chain,,Secreted,,9,NCBI,Walterinnesia_aegyptia
WALAE_GIJO01002391.1_C377_165,Short-chain,Short-chain,,Secreted,,9,NCBI,Walterinnesia_aegyptia
WALAE_GIJO01002432.1_C415_209,Short-chain,Short-chain,,Secreted,,9,NCBI,Walterinnesia_aegyptia
C1IC47,Short-chain,Short-chain,,Secreted,MKT,8,SP,Walterinnesia_aegyptia
C1IC48,Short-chain,Short-chain,,Secreted,MKT,9,SP,Walterinnesia_aegyptia
H0YB12,Ly-6,SLURP2,SLURP2,Secreted,,5,TR,Homo_sapiens
NP_076435.1,Ly-6,LYNX1-SLURP2 readthrough,LYNX1-SLURP2 readthrough,Secreted,MTP,15,NCBI,Homo_sapiens
Q17RY6,Ly-6,Ly6K,Ly6K,Membrane,MAL,11,SP,Homo_sapiens
E5RGJ8,Ly-6,Ly6K,Ly6K,Secreted,MAL,6,TR,Homo_sapiens
NP_001153826.1,Ly-6,Ly6K,Ly6K,Secreted,MAL,5,NCBI,Homo_sapiens
B.multicinctus_HiC_scaffold7_G00795.t1,Ly-6,Ly6 other,Ly6 other,Membrane,MKV,,None,Bungarus_multicinctus
B.multicinctus_HiC_scaffold7_G00800.t1,Ly-6,Ly6 other,Ly6 other,Membrane,MPA,,None,Bungarus_multicinctus
B.multicinctus_HiC_scaffold7_G00801.t1,Ly-6,Ly6 other,Ly6 other,Membrane,MLS,,None,Bungarus_multicinctus
denovo_2_scaffold7,Plesiotypic,Plesiotypic,,Secreted,MKT,,None,Bungarus_multicinctus
ScVE01q_1072_HRSCAF_1231_-_32,Short-chain,Short-chain,,Secreted,MKT,,None,Naja_naja
ScVE01q_1072_HRSCAF_1231_-_33,Short-chain,Short-chain,,Secreted,MKT,,None,Naja_naja
