identifier,ec_numbers,localization,Gene3D
P54105,,other,other
P54107,,,other
P54108,,Secreted,other
P54132,other,Nucleus,other
P54136,other,other,other
P54198,,other,2.130.10.10
P54219,,other,other
P54252,3.4.19,other,other
P54253,,"Cytoplasm, Nucleus",
P54257,,other,
P54259,,other,
P54274,,other,other
P54277,,Nucleus,other
P54278,other,Nucleus,other
P54284,,Cytoplasm,other
P54289,,other,other
P54315,,Secreted,other
P54317,other,other,other
P54368,,,other
P54577,other,"Cytoplasm, Nucleus",other
P54578,3.4.19,other,other
P54619,,,other
P54646,2.7.11,"Cytoplasm, Nucleus",other
P54652,,other,other
P54687,other,Cytoplasm,other
P54707,other,other,other
P54709,,other,other
P54710,,Membrane,other
P54725,,Nucleus,other
P54727,,"Nucleus, Cytoplasm",other
P54750,other,,other
P54753,other,other,other
P54756,other,other,other
P54760,other,Cell membrane,other
P54762,other,other,other
P54764,other,other,other
P54802,other,other,other
P54803,other,other,other
P54819,other,other,3.40.50.300
P54821,,Nucleus,1.10.10.60
P54829,3.1.3,Endoplasmic reticulum membrane,other
P54840,2.4.1,,other
P54845,,"Cytoplasm, Nucleus",other
P54849,,Membrane,other
P54851,,other,other
P54852,,Membrane,other
P54855,2.4.1,Endoplasmic reticulum membrane,other
P54868,other,Mitochondrion,other
P54886,other,Mitochondrion inner membrane,other
P54920,,Cell membrane,other
P54922,other,,other
P55000,,Secreted,other
P55001,,other,
P55008,,other,other
P55010,,Cytoplasm,other
P55011,,other,other
P55017,,other,other
P55036,,,other
P55039,3.6.5,"Nucleus, Cytoplasm",other
P55040,,Cell membrane,3.40.50.300
P55042,,Cell membrane,3.40.50.300
P55055,,Nucleus,other
P55056,,Secreted,
P55058,,other,
P55060,,"Cytoplasm, Nucleus",other
P55061,,Endoplasmic reticulum membrane,
P55064,,other,other
P55072,3.6.4,other,other
P55075,,Secreted,other
P55081,,Nucleus,
P55082,,Cell membrane,2.60.40.10
P55083,,other,other
P55084,2.3.1,other,other
P55085,,Cell membrane,1.20.1070.10
P55087,,other,other
P55089,,Secreted,other
P55107,,Secreted,other
P55145,,other,other
P55157,,other,other
P55160,,other,
P55196,,other,other
P55197,,Nucleus,other
P55198,,Nucleus,other
P55199,,other,other
P55201,,other,other
P55209,,other,other
P55210,other,other,other
P55211,other,,other
P55212,other,"Cytoplasm, Nucleus",other
P55259,,other,other
P55263,other,"Nucleus, Cytoplasm",other
P55265,other,other,other
P55268,,other,other
P55273,,"Nucleus, Cytoplasm",other
P55283,,Cell membrane,other
P55285,,Cell membrane,other
P55286,,Cell membrane,other
P55287,,Cell membrane,other
P55289,,Cell membrane,other
P55290,,other,other
P55291,,Cell membrane,other
P55316,,Nucleus,other
P55317,,Nucleus,other
P55318,,Nucleus,other
P55327,,,
P55344,,Membrane,other
P55345,2.1.1,other,other
P55347,,Nucleus,1.10.10.60
P55735,,other,2.130.10.10
P55769,,other,other
P55771,,Nucleus,other
P55774,,Secreted,other
P55786,other,other,other
P55789,other,other,other
P55795,,other,3.30.70.330
P55809,other,Mitochondrion,other
P55851,,Mitochondrion inner membrane,other
P55854,,other,
P55884,,other,other
P55895,,Nucleus,other
P55899,,other,other
P55916,,Mitochondrion inner membrane,other
P55957,,other,other
P56134,,other,
P56159,,other,other
P56177,,Nucleus,1.10.10.60
P56178,,Nucleus,1.10.10.60
P56180,3.1.3,Membrane,other
P56181,,Mitochondrion inner membrane,
P56182,,other,
P56192,other,other,other
P56199,,Membrane,other
P56202,other,other,other
P56211,,Cytoplasm,
P56270,,Nucleus,3.30.160.60
P56279,,other,other
P56282,,Nucleus,other
P56373,,Cell membrane,other
P56377,,other,other
P56381,,other,other
P56470,,,other
P56524,other,"Nucleus, Cytoplasm",other
P56537,,other,
P56539,,other,
P56545,,other,other
P56556,,Mitochondrion inner membrane,
P56557,,other,
P56559,,other,3.40.50.300
P56589,,other,
P56597,other,other,other
P56645,,"Cytoplasm, Nucleus",other
P56693,,other,other
P56696,,other,other
P56703,,other,other
P56704,,other,other
P56705,,other,other
P56706,,other,other
P56715,,other,other
P56730,3.4.21,Secreted,other
P56746,,other,other
P56747,,other,other
P56748,,other,other
P56750,,other,other
P56817,other,other,other
P56851,,Secreted,other
P56856,,other,other
P56880,,other,other
P56915,,Nucleus,1.10.10.60
P56937,other,Endoplasmic reticulum membrane,other
P56945,,other,other
P56962,,other,other
P56975,,other,other
P57052,,other,3.30.70.330
P57053,,other,other
P57054,,Membrane,
P57055,,Nucleus,
P57057,,Endoplasmic reticulum membrane,other
P57059,2.7.11,"Cytoplasm, Nucleus",1.10.510.10
P57071,2.1.1,Nucleus,other
P57073,,Nucleus,other
P57075,,"Cytoplasm, Nucleus",other
P57076,,other,
P57078,2.7.11,other,other
P57081,,other,2.130.10.10
P57082,,Nucleus,other
P57086,,Nucleus,other
P57087,,other,2.60.40.10
P57088,,other,
P57103,,other,other
P57105,,other,other
P57678,,other,
P57679,,other,
P57682,,Nucleus,3.30.160.60
P57721,,Cytoplasm,other
P57727,3.4.21,Endoplasmic reticulum membrane,other
P57729,,other,3.40.50.300
P57730,,,other
P57735,,other,3.40.50.300
P57737,,other,2.130.10.10
P57739,,other,other
P57740,,other,other
P57764,,other,
P57768,,other,other
P57771,,other,other
P57772,3.6.5,"Cytoplasm, Nucleus",other
P57789,,Membrane,other
P57796,,other,other
P58004,other,Cytoplasm,other
P58005,other,Cytoplasm,other
P58012,,Nucleus,other
P58215,other,other,other
P58304,,Nucleus,1.10.10.60
P58335,,other,other
P58340,,other,
P58397,other,other,other
P58418,,Cell membrane,
P58499,,Secreted,
P58546,,other,other
P58743,,other,other
P58753,,other,other
P58876,,other,other
P59044,,other,other
P59046,,Cytoplasm,other
P59047,,other,other
P59103,,other,
P59190,,Cell membrane,3.40.50.300
P59510,other,other,other
P59542,,Membrane,1.20.1070.10
P59665,,Secreted,
P59666,,Secreted,
P59773,,other,
P59780,,other,other
P59827,,other,
P59910,,other,other
P59923,,Nucleus,other
P59942,,Mitochondrion,
P59990,,,
P59991,,,
P59998,,other,other
P60006,,,
P60008,,other,other
P60014,,,
P60022,,other,
P60033,,other,other
P60059,,Endoplasmic reticulum membrane,other
P60174,other,Cytoplasm,other
P60201,,other,
P60228,,other,
P60321,,other,other
P60323,,other,other
P60328,,,
P60329,,,
P60368,,,
P60409,,,
P60410,,,
P60411,,,
P60412,,,
P60468,,Endoplasmic reticulum membrane,
P60484,3.1.3,other,other
P60507,,other,other
P60508,,other,other
P60510,3.1.3,other,other
P60520,,other,
P60568,,Secreted,other
P60602,,Mitochondrion inner membrane,
P60604,2.3.2,other,other
P60660,,,other
P60709,3.6.4,other,other
P60763,3.6.5,other,3.40.50.300
P60842,3.6.4,,3.40.50.300
P60852,,other,other
P60866,,Cytoplasm,other
P60880,,other,other
P60891,other,,other
P60900,,"Cytoplasm, Nucleus",other
P60903,,,other
P60953,3.6.5,other,3.40.50.300
P60981,,,other
P61006,3.6.5,other,3.40.50.300
P61009,,Endoplasmic reticulum membrane,
P61011,3.6.5,other,other
P61018,3.6.5,other,3.40.50.300
P61019,3.6.5,other,3.40.50.300
P61020,3.6.5,other,3.40.50.300
P61024,,,other
P61026,3.6.5,other,3.40.50.300
P61073,,other,1.20.1070.10
P61077,2.3.2,other,other
P61081,2.3.2,,other
P61086,2.3.2,Cytoplasm,other
P61088,2.3.2,"Nucleus, Cytoplasm",other
P61106,3.6.5,other,3.40.50.300
P61158,,other,other
P61160,,other,other
P61163,,other,other
P61165,,other,
P61201,,"Cytoplasm, Nucleus",other
P61204,,other,3.40.50.300
P61218,,other,other
P61221,3.6.5,other,3.40.50.300
P61224,3.6.5,other,3.40.50.300
P61225,3.6.5,other,3.40.50.300
P61244,,other,other
P61247,,other,
P61254,,Cytoplasm,other
P61266,,other,other
P61278,,Secreted,
P61289,,"Nucleus, Cytoplasm",other
P61296,,Nucleus,other
P61313,,Cytoplasm,other
P61326,,other,other
P61328,,Nucleus,other
P61353,,other,other
P61371,,Nucleus,other
P61421,,other,other
P61457,other,"Cytoplasm, Nucleus",other
P61513,,Cytoplasm,other
P61586,3.6.5,other,3.40.50.300
P61587,,other,3.40.50.300
P61599,2.3.1,"Cytoplasm, Nucleus",other
P61601,,,other
P61604,,other,other
P61619,,Endoplasmic reticulum membrane,other
P61626,other,Secreted,other
P61647,other,other,other
P61758,,"Cytoplasm, Nucleus",other
P61764,,other,other
P61769,,other,2.60.40.10
P61803,,Endoplasmic reticulum membrane,
P61812,,other,other
P61916,,other,other
P61923,,other,other
P61925,,,
P61927,,Cytoplasm,other
P61952,,Cell membrane,other
P61956,,other,
P61960,,"Nucleus, Cytoplasm",
P61962,,"Cytoplasm, Nucleus",2.130.10.10
P61964,,Nucleus,2.130.10.10
P61966,,other,other
P61968,,,other
P61970,,other,other
P61978,,other,other
P61981,,Cytoplasm,other
P62068,3.4.19,Cytoplasm,other
P62070,3.6.5,other,3.40.50.300
P62072,,Mitochondrion inner membrane,other
P62079,,Cell membrane,other
P62081,,other,
P62136,3.1.3,other,other
P62140,3.1.3,other,other
P62166,,other,other
P62191,,other,other
P62195,,"Cytoplasm, Nucleus",other
P62241,,other,other
P62244,,other,other
P62249,,other,other
P62253,2.3.2,,other
P62256,2.3.2,,other
P62258,,other,other
P62263,,other,other
P62266,,other,other
P62269,,Cytoplasm,other
P62273,,other,
P62277,,other,other
P62280,,other,other
P62304,,other,other
P62306,,other,other
P62308,,other,other
P62310,,Nucleus,other
P62312,,"Cytoplasm, Nucleus",other
P62314,,other,other
P62316,,other,other
P62318,,other,other
P62324,,,other
P62328,,other,other
P62330,3.6.5,other,3.40.50.300
P62333,,"Cytoplasm, Nucleus",other
P62380,,"Cytoplasm, Nucleus",other
P62424,,Cytoplasm,other
P62487,,Nucleus,other
P62491,3.6.5,other,3.40.50.300
P62495,,Cytoplasm,other
P62508,,Nucleus,other
P62633,,other,other
P62699,,other,
P62701,,other,other
P62714,3.1.3,other,other
P62736,3.6.4,other,other
P62745,,other,3.40.50.300
P62750,,"Cytoplasm, Nucleus",3.30.70.330
P62753,,other,other
P62760,,,other
P62805,,other,other
P62807,,other,other
P62820,3.6.5,other,3.40.50.300
P62826,3.6.5,other,3.40.50.300
P62829,,Cytoplasm,other
P62834,3.6.5,other,3.40.50.300
P62837,2.3.2,,other
P62841,,Cytoplasm,
P62847,,other,other
P62851,,Cytoplasm,other
P62854,,other,other
P62857,,other,other
P62873,,,2.130.10.10
P62875,,other,1.10.10.60
P62877,2.3.2,"Cytoplasm, Nucleus",other
P62879,,other,2.130.10.10
P62888,,Cytoplasm,other
P62891,,Cytoplasm,other
P62899,,Cytoplasm,other
P62906,,Cytoplasm,other
P62910,,Cytoplasm,
P62913,,other,other
P62917,,Cytoplasm,other
P62937,other,other,other
P62942,other,other,other
P62945,,Cytoplasm,
P62952,,other,
P62955,,Cell membrane,other
P62979,,other,other
P62987,,other,other
P62993,,other,other
P62995,,Nucleus,3.30.70.330
P63000,3.6.5,other,3.40.50.300
P63010,,other,other
P63027,,other,other
P63096,,other,other
P63098,,other,other
P63104,,other,other
P63128,other,Cell membrane,other
P63146,2.3.2,other,other
P63151,,,2.130.10.10
P63162,,Nucleus,other
P63165,,other,
P63167,,other,other
P63172,,other,other
P63173,,Cytoplasm,other
P63208,,,
P63211,,Cell membrane,other
P63218,,Cell membrane,other
P63220,,other,other
P63241,,other,other
P63244,,other,2.130.10.10
P63252,,other,other
P63261,3.6.4,other,other
P63267,3.6.4,other,other
P63272,,Nucleus,other
P63279,2.3.2,other,other
P63316,,,other
P67775,3.1.3,other,other
P67809,,other,other
P67812,3.4.21,Endoplasmic reticulum membrane,other
P67870,,Nucleus,other
P67936,,other,other
P68032,3.6.4,other,other
P68036,2.3.2,"Nucleus, Cytoplasm",other
P68104,3.6.5,other,other
P68106,other,other,other
P68133,3.6.4,other,other
P68363,3.6.5,other,other
P68366,3.6.5,other,other
P68371,,other,other
P68400,2.7.11,Nucleus,1.10.510.10
P68402,other,Cytoplasm,other
P68431,,other,other
P68543,,other,other
P68871,,,other
P69849,,Endoplasmic reticulum membrane,other
P69892,,,other
P69905,,,other
P78310,,other,2.60.40.10
P78314,,,other
P78316,,other,
P78317,2.3.2,other,other
P78318,,Cytoplasm,other
P78324,,Membrane,2.60.40.10
P78325,other,Membrane,other
P78329,other,other,other
P78330,3.1.3,other,other
P78332,,Nucleus,other
P78333,,other,
P78334,,other,other
P78337,,Nucleus,1.10.10.60
P78344,,,other
P78345,,other,other
P78346,,other,other
P78347,,"Cytoplasm, Nucleus",other
P78348,,Cell membrane,other
P78352,,other,other
P78356,other,other,other
P78357,,other,other
P78358,,Cytoplasm,other
P78362,2.7.11,other,1.10.510.10
P78363,other,other,3.40.50.300
P78364,,Nucleus,other
P78367,,Nucleus,1.10.10.60
P78368,2.7.11,other,1.10.510.10
P78369,,other,other
P78371,,Cytoplasm,other
P78380,,other,other
P78381,,other,
P78382,,other,
P78383,,Endoplasmic reticulum membrane,other
P78385,,,other
P78386,,,other
P78395,,other,3.80.10.10
P78396,,Nucleus,other
P78406,,other,2.130.10.10
P78410,,Cell membrane,2.60.40.10
P78411,,Nucleus,1.10.10.60
P78412,,Nucleus,1.10.10.60
P78413,,Nucleus,1.10.10.60
P78415,,Nucleus,1.10.10.60
P78417,other,other,other
P78423,,other,other
P78424,,Nucleus,other
P78426,,Nucleus,1.10.10.60
P78504,,other,other
P78508,,other,other
P78524,,other,other
P78536,other,Cell membrane,other
P78537,,other,
P78539,,other,other
P78540,other,Mitochondrion,other
P78543,,,other
P78545,,"Cytoplasm, Nucleus",other
P78549,other,other,other
P78552,,Membrane,2.60.40.10
P78556,,Secreted,other
P78560,,"Cytoplasm, Nucleus",other
P78562,other,Cell membrane,other
P78563,other,other,other
P79483,,other,2.60.40.10
P79522,,,other
P80075,,Secreted,other
P80098,,Secreted,other
P80108,other,Secreted,other
P80162,,Secreted,other
P80188,,other,other
P80192,2.7.11,,other
P80217,,other,3.30.70.330
P80294,,,other
P80297,,,other
P80303,,other,other
P80365,other,other,other
P80370,,other,other
P80404,other,other,other
P80511,,other,other
P80723,,other,
P80748,,other,2.60.40.10
P81172,,Secreted,
P81274,,other,other
P81277,,Secreted,
P81534,,Secreted,
P81605,other,other,other
P82094,,other,
P82251,,other,other
P82279,,other,other
P82650,,Mitochondrion,
P82914,,other,other
P82930,,Mitochondrion,
P82979,,other,other
P82987,,other,other
P83105,3.4.21,Secreted,other
P83110,3.4.21,Secreted,other
P83111,other,Mitochondrion,other
P83369,,Nucleus,other
P83436,,other,
P83731,,Cytoplasm,other
P83876,,Nucleus,other
P83881,,Cytoplasm,other
P83916,,Nucleus,other
P84022,,"Cytoplasm, Nucleus",other
P84074,,other,other
P84077,3.6.5,other,3.40.50.300
P84085,,other,3.40.50.300
P84090,,Nucleus,other
P84095,,Cell membrane,3.40.50.300
P84098,,Cytoplasm,other
P84103,,other,3.30.70.330
P84243,,other,other
P84550,,Nucleus,other
P85037,,"Nucleus, Cytoplasm",other
P85298,,,other
P85299,,,
P86397,other,Mitochondrion,other
P86452,,other,
P86479,,,
P86480,,,
P98066,other,Secreted,other
P98073,3.4.21,Membrane,other
P98077,,,other
P98082,,other,other
P98095,,other,other
P98153,,Membrane,other
P98155,,other,other
P98168,,Nucleus,3.30.160.60
P98170,2.3.2,"Cytoplasm, Nucleus",other
P98171,,Cytoplasm,other
P98172,,other,other
P98174,,other,other
P98175,,Nucleus,other
P98177,,"Cytoplasm, Nucleus",other
P98179,,other,3.30.70.330
P98187,other,other,other
P98194,other,other,other
P98196,other,other,other
P98198,other,other,other
P99999,,other,other
Q00005,,other,2.130.10.10
Q00013,,other,other
Q00056,,Nucleus,1.10.10.60
Q00059,,other,other
Q00169,,"Cytoplasm, Nucleus",other
Q00266,other,,other
Q00325,,Mitochondrion inner membrane,other
Q00403,2.3.1,other,other
Q00444,,Nucleus,1.10.10.60
Q00526,2.7.11,,1.10.510.10
Q00534,2.7.11,other,1.10.510.10
Q00535,2.7.11,other,1.10.510.10
Q00536,2.7.11,other,1.10.510.10
Q00537,2.7.11,,1.10.510.10
Q00577,,Nucleus,other
Q00587,,other,
Q00597,,"Nucleus, Cytoplasm",
Q00604,,Secreted,other
Q00610,,other,other
Q00613,,other,other
Q00653,,"Nucleus, Cytoplasm",other
Q00688,other,Nucleus,other
Q00722,other,,other
Q00765,,other,
Q00796,other,other,other
Q00839,,other,other
Q00872,,,2.60.40.10
Q00887,,Secreted,2.60.40.10
Q00888,,Secreted,2.60.40.10
Q00889,,Secreted,2.60.40.10
Q00973,2.4.1,other,
Q00975,,Membrane,other
Q00978,,"Cytoplasm, Nucleus",other
Q00987,2.3.2,other,other
Q00994,,other,
Q00G26,,other,other
Q00LT1,,other,
Q01064,other,other,other
Q01081,,other,3.30.70.330
Q01082,,other,other
Q01085,,other,3.30.70.330
Q01094,,Nucleus,other
Q01101,,Nucleus,3.30.160.60
Q01105,,other,other
Q01113,,other,2.60.40.10
Q01118,,Cell membrane,other
Q01130,,other,3.30.70.330
Q01151,,Membrane,2.60.40.10
Q01167,,"Nucleus, Cytoplasm",other
Q01196,,Nucleus,other
Q01201,,other,other
Q01344,,Membrane,2.60.40.10
Q01362,,Membrane,
Q01415,other,,other
Q01432,other,,other
Q01449,,,other
Q01453,,Cell membrane,other
Q01469,,other,other
Q01518,,Cell membrane,other
Q01523,,other,
Q01524,,other,
Q01534,,"Cytoplasm, Nucleus",other
Q01538,,Nucleus,other
Q01543,,Nucleus,other
Q01546,,,other
Q01581,other,Cytoplasm,other
Q01628,,other,
Q01629,,other,
Q01638,other,other,other
Q01650,,other,other
Q01658,,Nucleus,other
Q01664,,Nucleus,other
Q01668,,Membrane,other
Q01718,,Cell membrane,1.20.1070.10
Q01726,,Cell membrane,1.20.1070.10
Q01740,other,Endoplasmic reticulum membrane,other
Q01780,other,other,other
Q01804,3.4.19,"Cytoplasm, Nucleus",other
Q01813,other,Cytoplasm,other
Q01814,other,other,other
Q01826,,other,other
Q01831,,other,other
Q01844,,other,other
Q01850,,,
Q01851,,"Nucleus, Cytoplasm",other
Q01860,,"Cytoplasm, Nucleus",other
Q01892,,"Nucleus, Cytoplasm",other
Q01954,,other,3.30.160.60
Q01955,,other,other
Q01959,,other,
Q01968,3.1.3,other,other
Q01970,other,other,other
Q01973,,other,other
Q01974,other,Cell membrane,other
Q02040,,other,
Q02078,,Nucleus,other
Q02080,,Nucleus,other
Q02083,other,other,
Q02086,,Nucleus,3.30.160.60
Q02094,,Membrane,other
Q02108,other,Cytoplasm,other
Q02127,other,Mitochondrion inner membrane,other
Q02153,other,Cytoplasm,other
Q02156,2.7.11,other,other
Q02161,,Cell membrane,other
Q02218,other,other,other
Q02223,,other,other
Q02241,,other,other
Q02246,,Cell membrane,2.60.40.10
Q02252,other,Mitochondrion,
Q02297,,other,other
Q02318,other,Mitochondrion inner membrane,other
Q02363,,"Cytoplasm, Nucleus",other
Q02383,,Secreted,
Q02410,,other,other
Q02413,,other,other
Q02446,,Nucleus,3.30.160.60
Q02447,,other,3.30.160.60
Q02487,,other,other
Q02535,,Nucleus,other
Q02539,,other,other
Q02543,,Cytoplasm,other
Q02548,,Nucleus,other
Q02556,,"Nucleus, Cytoplasm",other
Q02575,,Nucleus,other
Q02577,,Nucleus,other
Q02641,,other,other
Q02643,,Cell membrane,other
Q02742,2.4.1,other,
Q02747,,Secreted,other
Q02750,other,other,1.10.510.10
Q02763,other,other,other
Q02779,2.7.11,,other
Q02790,other,other,other
Q02809,other,other,other
Q02818,,other,other
Q02833,,other,
Q02846,other,other,other
Q02878,,other,other
Q02880,other,other,other
Q02928,other,other,other
Q02930,,Nucleus,other
Q02952,,other,
Q02962,,Nucleus,other
Q02978,,Mitochondrion inner membrane,other
Q02985,,Secreted,other
Q03013,other,Cytoplasm,other
Q03014,,other,1.10.10.60
Q03052,,Nucleus,other
Q03060,,other,other
Q03111,,Nucleus,other
Q03112,2.1.1,other,other
Q03113,,other,other
Q03135,,other,
Q03154,other,Cytoplasm,other
Q03167,,other,other
Q03181,,Nucleus,other
Q03188,,other,other
Q03252,,other,other
Q03393,other,,other
Q03395,,other,other
Q03403,,Secreted,other
Q03405,,other,other
Q03426,other,other,other
Q03431,,Cell membrane,other
Q03468,3.6.4,Nucleus,other
Q03519,other,Endoplasmic reticulum membrane,other
Q03591,,Secreted,other
Q03692,,other,other
Q03721,,Membrane,other
Q03923,,Nucleus,"6.10.140.140, 3.30.160.60"
Q03933,,"Cytoplasm, Nucleus",other
Q03989,,Nucleus,other
Q04206,,"Nucleus, Cytoplasm",other
Q04323,,Cytoplasm,other
Q04446,2.4.1,,other
Q04609,other,other,other
Q04637,,other,other
Q04656,other,other,other
Q04671,,other,
Q04695,,Cytoplasm,other
Q04721,,other,other
Q04724,,Nucleus,2.130.10.10
Q04725,,Nucleus,2.130.10.10
Q04726,,Nucleus,2.130.10.10
Q04727,,Nucleus,2.130.10.10
