identifier,phrog,product,function
phage_1518,663,minor head protein,head and packaging
phage_1519,18673,tail fiber protein,tail
phage_1520,4603,alpha-2;3-sialyltransferase,other
phage_1521,244,RusA-like Holliday junction resolvase,"DNA, RNA and nucleotide metabolism"
phage_1522,267,major head protein,head and packaging
phage_1523,33024,,unknown function
phage_1524,6121,virion structural protein,head and packaging
phage_1525,8478,amidase,lysis
phage_1526,19979,virion structural protein,head and packaging
phage_1527,3201,tail fiber protein,tail
phage_1528,1980,tail fiber protein,tail
phage_1529,788,tail protein,tail
phage_1530,92,DNA packaging chaperone FI,head and packaging
phage_1531,15,terminase large subunit,head and packaging
phage_1532,1044,endolysin,lysis
phage_1533,313,Tail assembly chaperone,tail
phage_1534,47,DNA primase,"DNA, RNA and nucleotide metabolism"
phage_1535,5817,anti-repressor Ant,transcription regulation
phage_1536,67,DNA methyltransferase,other
phage_1537,25,head closure Hc1,connector
phage_1538,4470,acyl-CoA N-acyltransferase,"moron, auxiliary metabolic gene and host takeover"
phage_1539,820,major tail protein,tail
phage_1540,62,DNA helicase,"DNA, RNA and nucleotide metabolism"
phage_1541,36,transcriptional regulator,transcription regulation
phage_1542,470,,unknown function
phage_1543,1052,head assembly,head and packaging
phage_1544,16,DNA helicase,"DNA, RNA and nucleotide metabolism"
phage_1545,15406,DNA methyltransferase,other
phage_1546,2440,transcriptional regulator,transcription regulation
phage_1547,158,major tail protein,tail
phage_1548,19979,virion structural protein,head and packaging
phage_1549,262,DNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_1550,305,tail length tape measure protein,tail
phage_1551,255,exonuclease,"DNA, RNA and nucleotide metabolism"
phage_1552,33,distal tail protein Dit,tail
phage_1553,216,integrase,integration and excision
phage_1554,26246,tail protein,tail
phage_1555,2170,glycosyltransferase,"moron, auxiliary metabolic gene and host takeover"
phage_1556,10477,exonuclease,"DNA, RNA and nucleotide metabolism"
phage_1557,155,Erf-like ssDNA annealing protein,"DNA, RNA and nucleotide metabolism"
phage_1558,8,transcriptional regulator,transcription regulation
phage_1559,2197,GTP cyclohydrolase,other
phage_1560,719,baseplate wedge subunit,tail
phage_1561,12,portal protein,head and packaging
phage_1562,1198,MutT/NUDIX hydrolase,other
phage_1563,31,central tail fiber J,tail
phage_1564,218,head closure,connector
phage_1565,8963,tail assembly chaperone,tail
phage_1566,156,portal protein,head and packaging
phage_1567,83,terminase small subunit,head and packaging
phage_1568,655,homing endonuclease,"DNA, RNA and nucleotide metabolism"
phage_1569,38,terminase large subunit,head and packaging
phage_1570,1967,DNA helicase,"DNA, RNA and nucleotide metabolism"
phage_1571,1739,,unknown function
phage_1572,3927,head scaffolding protein,head and packaging
phage_1573,5939,tail protein,tail
phage_1574,83,terminase small subunit,head and packaging
phage_1575,5616,tail fiber protein,tail
phage_1576,174,dCMP deaminase,"DNA, RNA and nucleotide metabolism"
phage_1577,20013,virion structural protein,head and packaging
phage_1578,23013,tail length tape measure protein,tail
phage_1579,17,DNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_1580,655,homing endonuclease,"DNA, RNA and nucleotide metabolism"
phage_1581,10644,thymidylate synthase,"DNA, RNA and nucleotide metabolism"
phage_1582,22,thioredoxin domain,"DNA, RNA and nucleotide metabolism"
phage_1583,109,P-like helicase loader,"DNA, RNA and nucleotide metabolism"
phage_1584,15971,DNA polymerase I,"DNA, RNA and nucleotide metabolism"
phage_1585,25,head closure Hc1,connector
phage_1586,7,endolysin,lysis
phage_1587,3322,endonuclease,"DNA, RNA and nucleotide metabolism"
phage_1588,5830,integrase,integration and excision
phage_1589,1272,tail length tape measure protein,tail
phage_1590,579,,unknown function
phage_1591,3910,transcriptional regulator,transcription regulation
phage_1592,5073,tail fiber protein,tail
phage_1593,1330,tail protein,tail
phage_1594,1512,endolysin,lysis
phage_1595,7767,metallo-endopeptidase,other
phage_1596,13163,baseplate wedge subunit,tail
phage_1597,213,portal protein,head and packaging
phage_1598,989,,unknown function
phage_1599,405,DNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_1600,332,head-tail adaptor,connector
phage_1601,156,portal protein,head and packaging
phage_1602,4636,tail spike protein,tail
phage_1603,376,tail protein,tail
phage_1604,21412,tail fiber protein,tail
phage_1605,18,minor tail protein,tail
phage_1606,6942,tail fiber protein,tail
phage_1607,95,integrase,integration and excision
phage_1608,314,homing endonuclease,"DNA, RNA and nucleotide metabolism"
phage_1609,2206,virion RNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_1610,695,DNA polymerase/primase,"DNA, RNA and nucleotide metabolism"
phage_1611,31800,transcriptional regulator,transcription regulation
phage_1612,9534,head protein,head and packaging
phage_1613,34,RusA-like Holliday junction resolvase,"DNA, RNA and nucleotide metabolism"
phage_1614,2321,Ref-like RecA filament endonuclease,"DNA, RNA and nucleotide metabolism"
phage_1615,629,excisionase,integration and excision
phage_1616,244,RusA-like Holliday junction resolvase,"DNA, RNA and nucleotide metabolism"
phage_1617,3304,L-shaped tail fiber protein assembly,tail
phage_1618,976,head maturation protease,head and packaging
phage_1619,13126,"beta-1,4-glycosyltransferase","moron, auxiliary metabolic gene and host takeover"
phage_1620,91,nicking at origin of replication,"DNA, RNA and nucleotide metabolism"
phage_1621,314,homing endonuclease,"DNA, RNA and nucleotide metabolism"
phage_1622,32680,tail fiber protein,tail
phage_1623,460,head closure Hc2,connector
phage_1624,5163,minor tail protein,tail
phage_1625,207,head maturation protease,head and packaging
phage_1626,113,portal protein,head and packaging
phage_1627,44,single strand DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_1628,94,head maturation protease,head and packaging
phage_1629,3139,aminotransferase,other
phage_1630,50,DnaC-like helicase loader,"DNA, RNA and nucleotide metabolism"
phage_1631,23,tail sheath,tail
phage_1632,7665,,unknown function
phage_1633,1140,baseplate hub distal subunit,tail
phage_1634,3925,terminase large subunit,head and packaging
phage_1635,342,internal virion protein with endolysin domain,head and packaging
phage_1636,2765,PhoH-like phosphate starvation-inducible,other
phage_1637,3198,Rz-like spanin,lysis
phage_1638,10,major head protein,head and packaging
phage_1639,9,terminase large subunit,head and packaging
phage_1640,9611,endolysin,lysis
phage_1641,16245,,unknown function
phage_1642,1,integrase,integration and excision
phage_1643,53,head maturation protease,head and packaging
phage_1644,384,virion structural protein,head and packaging
phage_1645,3377,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_1646,1330,tail protein,tail
phage_1647,1052,head assembly,head and packaging
phage_1648,944,membrane protein,"moron, auxiliary metabolic gene and host takeover"
phage_1649,543,DNA topoisomerase II large subunit,"DNA, RNA and nucleotide metabolism"
phage_1650,21365,,unknown function
phage_1651,4435,,unknown function
phage_1652,3767,nucleoid associated protein,"DNA, RNA and nucleotide metabolism"
phage_1653,13892,minor tail protein,tail
phage_1654,14945,glycosyltransferase,"moron, auxiliary metabolic gene and host takeover"
phage_1655,739,Rz-like spanin,lysis
phage_1656,14775,glycosyltransferase,"moron, auxiliary metabolic gene and host takeover"
phage_1657,57,terminase small subunit,head and packaging
phage_1658,874,,unknown function
phage_1659,11393,tail fiber protein,tail
phage_1660,22,thioredoxin domain,"DNA, RNA and nucleotide metabolism"
phage_1661,2118,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_1662,33693,portal protein,head and packaging
phage_1663,17885,tail fiber protein,tail
phage_1664,169,tail completion or Neck1 protein,connector
phage_1665,18995,terminase small subunit,head and packaging
phage_1666,107,exonuclease,"DNA, RNA and nucleotide metabolism"
phage_1667,4914,terminase large subunit,head and packaging
phage_1668,1,integrase,integration and excision
phage_1669,30509,collagen like minor tail,tail
phage_1670,239,DNA primase/helicase,"DNA, RNA and nucleotide metabolism"
phage_1671,5668,tail fiber protein,tail
phage_1672,19195,virion structural protein,head and packaging
phage_1673,94,head maturation protease,head and packaging
phage_1674,979,terminase large subunit,head and packaging
phage_1675,2137,tail fiber protein,tail
phage_1676,3509,,unknown function
phage_1677,2899,anti-repressor Ant,transcription regulation
phage_1678,5131,thymidylate synthase,"DNA, RNA and nucleotide metabolism"
phage_1679,7,endolysin,lysis
phage_1680,371,major head protein,head and packaging
phage_1681,1271,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_1682,3228,replicative helicase-primase,"DNA, RNA and nucleotide metabolism"
phage_1683,474,phosphofructokinase,other
phage_1684,430,baseplate hub subunit and tail lysozyme,tail
phage_1685,21,portal protein,head and packaging
phage_1686,4372,tail length tape measure protein,tail
phage_1687,102,endolysin,lysis
phage_1688,4356,glycosyltransferase,"moron, auxiliary metabolic gene and host takeover"
phage_1689,15143,,unknown function
phage_1690,1026,Rz-like spanin,lysis
phage_1691,12052,,unknown function
phage_1692,333,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_1693,229,MazG-like pyrophosphatase,other
phage_1694,126,holin/anti-holin,lysis
phage_1695,342,internal virion protein with endolysin domain,head and packaging
phage_1696,2006,major head protein,head and packaging
phage_1697,1726,anti-repressor,transcription regulation
phage_1698,906,DNA polymerase/primase,"DNA, RNA and nucleotide metabolism"
phage_1699,371,major head protein,head and packaging
phage_1700,2,terminase large subunit,head and packaging
phage_1701,10528,major tail protein,tail
phage_1702,183,tail chaperone protein,tail
phage_1703,24789,baseplate protein,tail
phage_1704,913,minor head protein,head and packaging
phage_1705,1328,major head protein,head and packaging
phage_1706,459,peptidase,other
phage_1707,863,tail fiber assembly,tail
phage_1708,34,RusA-like Holliday junction resolvase,"DNA, RNA and nucleotide metabolism"
phage_1709,3916,tail fiber assembly,tail
phage_1710,9959,tail length tape measure protein,tail
phage_1711,1840,excisionase,integration and excision
phage_1712,36964,terminase large subunit,head and packaging
phage_1713,4912,tail fiber assembly,tail
phage_1714,389,tail protein XkdN-like,tail
phage_1715,15396,ParB-like partition nuclease,"DNA, RNA and nucleotide metabolism"
phage_1716,30,minor tail protein,tail
phage_1717,634,baseplate hub assembly catalyst,tail
phage_1718,77,SbcC-like subunit of palindrome specific endonuclease,"DNA, RNA and nucleotide metabolism"
phage_1719,81,2OG-Fe(II) oxygenase,"moron, auxiliary metabolic gene and host takeover"
phage_1720,1216,portal protein,head and packaging
phage_1721,309,terminase small subunit,head and packaging
phage_1722,10581,tail sheath,tail
phage_1723,26,tail completion or Neck1 protein,connector
phage_1724,88,major tail protein,tail
phage_1725,9273,terminase small subunit,head and packaging
phage_1726,15746,internal virion protein,head and packaging
phage_1727,1802,radical SAM domain-containing protein,other
phage_1728,21,portal protein,head and packaging
phage_1729,2203,membrane protein,"moron, auxiliary metabolic gene and host takeover"
phage_1730,2234,tail spike protein,tail
phage_1731,308,internal virion protein,head and packaging
phage_1732,971,endolysin,lysis
phage_1733,25241,tail length tape measure protein,tail
phage_1734,3907,tail terminator,connector
phage_1735,589,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_1736,6692,,unknown function
phage_1737,57,terminase small subunit,head and packaging
phage_1738,2,terminase large subunit,head and packaging
phage_1739,761,thymidylate kinase,other
phage_1740,3804,,unknown function
phage_1741,7767,metallo-endopeptidase,other
phage_1742,67,DNA methyltransferase,other
phage_1743,6911,,unknown function
phage_1744,10730,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_1745,2335,tail length tape measure protein,tail
phage_1746,2263,major head protein,head and packaging
phage_1747,131,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_1748,2110,,unknown function
phage_1749,236,nucleotide kinase,other
phage_1750,3545,,unknown function
phage_1751,1419,tail protein,tail
phage_1752,6271,toxin,"moron, auxiliary metabolic gene and host takeover"
phage_1753,26865,,unknown function
phage_1754,5668,tail fiber protein,tail
phage_1755,19195,virion structural protein,head and packaging
phage_1756,207,head maturation protease,head and packaging
phage_1757,4102,terminase small subunit,head and packaging
phage_1758,219,baseplate wedge subunit,tail
phage_1759,146,portal protein,head and packaging
phage_1760,2282,tail fiber protein,tail
phage_1761,25,head closure Hc1,connector
phage_1762,599,Lar-like restriction alleviation protein,"moron, auxiliary metabolic gene and host takeover"
phage_1763,4704,tail length tape measure protein,tail
phage_1764,2107,thymidylate kinase,other
phage_1765,2030,transcriptional regulator,transcription regulation
phage_1766,207,head maturation protease,head and packaging
phage_1767,2049,unknown function,unknown function
phage_1768,181,endolysin,lysis
