identifier,phrog,product,function,product_category
phage_1827,21,portal protein,head and packaging,portal
phage_1828,100,SbcD-like subunit of palindrome specific endonuclease,"DNA, RNA and nucleotide metabolism",endonucleases
phage_1829,1468,transcriptional repressor,transcription regulation,transcription_regulation
phage_1830,64,portal protein,head and packaging,portal
phage_1831,34252,endolysin,lysis,lysis
phage_1832,2522,major head protein,head and packaging,major_capsid
phage_1833,9232,portal protein,head and packaging,portal
phage_1834,283,major head protein,head and packaging,major_capsid
phage_1835,925,HTH DNA binding protein,"DNA, RNA and nucleotide metabolism",
phage_1836,21054,HNH endonuclease,"DNA, RNA and nucleotide metabolism",endonucleases
phage_1837,513,transposase,integration and excision,
phage_1838,47,DNA primase,"DNA, RNA and nucleotide metabolism",dna_replication
phage_1839,9959,tail length tape measure protein,tail,tail_tape_measure
phage_1840,18891,tail length tape measure protein,tail,tail_tape_measure
phage_1841,99,HNH endonuclease,"DNA, RNA and nucleotide metabolism",endonucleases
phage_1842,14417,tail fiber protein; host specificity,tail,minor_tail
phage_1843,6880,translation elongation factor,other,
phage_1844,4736,L-glutamine-D-fructose-6-phosphate aminotransferase,other,transferases
phage_1845,617,major head protein,head and packaging,major_capsid
phage_1846,18345,tail fiber protein,tail,minor_tail
phage_1847,23570,virion structural protein,head and packaging,structural
phage_1848,6121,virion structural protein,head and packaging,structural
phage_1849,9703,head decoration,head and packaging,minor_capsid
phage_1850,57,terminase small subunit,head and packaging,dna_packaging
phage_1851,213,portal protein,head and packaging,portal
phage_1852,399,structural protein,head and packaging,structural
phage_1853,2562,replication initiation protein,"DNA, RNA and nucleotide metabolism",dna_replication
phage_1854,147,transcriptional regulator,transcription regulation,transcription_regulation
phage_1855,15406,DNA methyltransferase,other,dna_modification
phage_1856,34948,,unknown function,
phage_1857,2006,major head protein,head and packaging,major_capsid
phage_1858,1039,immunity to superinfection,"moron, auxiliary metabolic gene and host takeover",immunity
phage_1859,442,head-tail adaptor,connector,connector
phage_1860,673,head scaffolding protein,head and packaging,head_assembly
phage_1861,36,transcriptional regulator,transcription regulation,transcription_regulation
phage_1862,445,terminase small subunit,head and packaging,dna_packaging
phage_1863,2710,tail fiber protein,tail,minor_tail
phage_1864,1314,HNH endonuclease,"DNA, RNA and nucleotide metabolism",endonucleases
phage_1865,1075,tRNA splicing ligase,"DNA, RNA and nucleotide metabolism",ligases
phage_1866,6002,virion structural protein,head and packaging,structural
phage_1867,35,transcriptional repressor,transcription regulation,transcription_regulation
phage_1868,976,head maturation protease,head and packaging,head_assembly
phage_1869,4419,head protein,head and packaging,
phage_1870,11,baseplate spike,tail,baseplate
phage_1871,2967,transcriptional regulator,transcription regulation,transcription_regulation
phage_1872,31692,terminase large subunit,head and packaging,dna_packaging
phage_1873,3188,co-chaperonin GroES,other,
phage_1874,1407,major tail protein,tail,major_tail
phage_1875,405,DNA polymerase,"DNA, RNA and nucleotide metabolism",dna_replication
phage_1876,122,head decoration,head and packaging,minor_capsid
phage_1877,34,RusA-like Holliday junction resolvase,"DNA, RNA and nucleotide metabolism",recombination
phage_1878,460,head closure Hc2,connector,head_assembly
phage_1879,5989,terminase large subunit,head and packaging,dna_packaging
phage_1880,2801,,unknown function,
phage_1881,11095,,unknown function,
phage_1882,10089,DarB-like antirestriction,"moron, auxiliary metabolic gene and host takeover",
phage_1883,107,exonuclease,"DNA, RNA and nucleotide metabolism",exonucleases
phage_1884,26675,endolysin,lysis,lysis
phage_1885,3899,,unknown function,
phage_1886,7458,tail spike protein,tail,minor_tail
phage_1887,1167,phosphofructokinase,other,
phage_1888,3427,holin,lysis,lysis
phage_1889,10356,virion structural protein,head and packaging,structural
phage_1890,1922,baseplate hub subunit and tail lysozyme,tail,baseplate
phage_1891,1645,virion structural protein,head and packaging,structural
phage_1892,3910,transcriptional regulator,transcription regulation,transcription_regulation
phage_1893,9116,tail protein,tail,
phage_1894,7735,excisionase,integration and excision,recombination
phage_1895,89,Rz-like spanin,lysis,lysis
phage_1896,497,toxin-antitoxin system HicB-like,"moron, auxiliary metabolic gene and host takeover",toxin_systems
phage_1897,33063,,unknown function,
phage_1898,14478,virion structural protein,head and packaging,structural
phage_1899,219,baseplate wedge subunit,tail,baseplate
phage_1900,6184,,unknown function,
phage_1901,2589,tail protein,tail,
phage_1902,267,major head protein,head and packaging,major_capsid
phage_1903,4044,terminase small subunit,head and packaging,dna_packaging
phage_1904,6918,holin,lysis,lysis
phage_1905,878,,unknown function,
phage_1906,548,RNA ligase,"DNA, RNA and nucleotide metabolism",ligases
phage_1907,37649,tail length tape measure protein,tail,tail_tape_measure
phage_1908,1357,major head protein,head and packaging,major_capsid
phage_1909,17,DNA polymerase,"DNA, RNA and nucleotide metabolism",dna_replication
phage_1910,5668,tail fiber protein,tail,minor_tail
phage_1911,1082,tail assembly protein,tail,tail_assembly
phage_1912,2658,hol-like chemotaxis,other,
phage_1913,18522,tail protein,tail,
phage_1914,1064,prohead,head and packaging,head_assembly
phage_1915,3513,endolysin,lysis,lysis
phage_1916,24210,tail fiber protein,tail,minor_tail
phage_1917,1158,tail assembly chaperone,tail,tail_assembly
phage_1918,12607,nucleoside deoxyribosyltransferase,"DNA, RNA and nucleotide metabolism",
phage_1919,17109,DNA circularization,"DNA, RNA and nucleotide metabolism",
phage_1920,2967,transcriptional regulator,transcription regulation,transcription_regulation
phage_1921,4542,tail tube protein,tail,major_tail
phage_1922,3441,,unknown function,
phage_1923,21059,virion structural protein,head and packaging,structural
phage_1924,2264,,unknown function,
phage_1925,6090,tail length tape measure protein,tail,tail_tape_measure
phage_1926,4211,tail length tape measure protein,tail,tail_tape_measure
phage_1927,3287,virion structural protein,head and packaging,structural
phage_1928,25,head closure Hc1,connector,head_assembly
phage_1929,11518,tail fiber protein,tail,minor_tail
phage_1930,24099,,unknown function,
phage_1931,8079,neck protein,connector,connector
phage_1932,18345,tail fiber protein,tail,minor_tail
phage_1933,3519,tail length tape measure protein,tail,tail_tape_measure
phage_1934,4912,tail fiber assembly,tail,
phage_1935,761,thymidylate kinase,other,
phage_1936,376,tail protein,tail,
phage_1937,599,Lar-like restriction alleviation protein,"moron, auxiliary metabolic gene and host takeover",immunity
phage_1938,3869,NAD-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",ligases
phage_1939,37470,,unknown function,
phage_1940,16150,tail assembly protein,tail,tail_assembly
phage_1941,568,plasmid stability,"DNA, RNA and nucleotide metabolism",
phage_1942,330,tail assembly chaperone,tail,tail_assembly
phage_1943,36,transcriptional regulator,transcription regulation,transcription_regulation
phage_1944,4542,tail tube protein,tail,major_tail
phage_1945,1272,tail length tape measure protein,tail,tail_tape_measure
phage_1946,938,endolysin,lysis,lysis
phage_1947,33450,tail fiber protein,tail,minor_tail
phage_1948,40,head-tail adaptor Ad1,connector,connector
phage_1949,18345,tail fiber protein,tail,minor_tail
phage_1950,457,tail protein,tail,
phage_1951,74,terminase small subunit,head and packaging,dna_packaging
phage_1952,2867,virion structural protein,head and packaging,structural
phage_1953,351,RNA polymerase sigma factor,transcription regulation,transcription
phage_1954,1459,terminase small subunit,head and packaging,dna_packaging
phage_1955,355,nucleoside 2-deoxyribosyltransferase,"DNA, RNA and nucleotide metabolism",
phage_1956,19943,virion structural protein,head and packaging,structural
phage_1957,57,terminase small subunit,head and packaging,dna_packaging
phage_1958,135,dUTPase,"DNA, RNA and nucleotide metabolism",
phage_1959,14945,glycosyltransferase,"moron, auxiliary metabolic gene and host takeover",transferases
phage_1960,22602,virion structural protein,head and packaging,structural
phage_1961,59,HNH endonuclease,"DNA, RNA and nucleotide metabolism",endonucleases
phage_1962,9668,excisionase,integration and excision,recombination
phage_1963,6183,minor tail protein,tail,minor_tail
phage_1964,2538,terminase small subunit,head and packaging,dna_packaging
phage_1965,4636,tail spike protein,tail,minor_tail
phage_1966,5995,DNA polymerase,"DNA, RNA and nucleotide metabolism",dna_replication
phage_1967,502,membrane protein,"moron, auxiliary metabolic gene and host takeover",membrane_proteins
phage_1968,10089,DarB-like antirestriction,"moron, auxiliary metabolic gene and host takeover",
phage_1969,1026,Rz-like spanin,lysis,lysis
phage_1970,445,terminase small subunit,head and packaging,dna_packaging
phage_1971,4963,tail assembly chaperone,tail,tail_assembly
phage_1972,10475,endolysin,lysis,lysis
phage_1973,582,Arc-like repressor,transcription regulation,transcriptional_control
phage_1974,118,head-tail adaptor,connector,connector
phage_1975,1,integrase,integration and excision,recombination
phage_1976,10519,virion structural protein,head and packaging,structural
phage_1977,14923,,unknown function,
phage_1978,2097,tail fiber protein,tail,minor_tail
phage_1979,15152,HTH DNA binding protein,"DNA, RNA and nucleotide metabolism",
phage_1980,3041,cytidyltransferase,other,
phage_1981,5107,amidase,lysis,peptidases
phage_1982,4736,L-glutamine-D-fructose-6-phosphate aminotransferase,other,transferases
phage_1983,8462,tail length tape measure protein,tail,tail_tape_measure
phage_1984,13892,minor tail protein,tail,minor_tail
phage_1985,7245,anti-restriction protein,"moron, auxiliary metabolic gene and host takeover",immunity
phage_1986,18345,tail fiber protein,tail,minor_tail
phage_1987,2534,released from the phage upon host infection,other,
phage_1988,4853,,unknown function,
phage_1989,73,head scaffolding protein,head and packaging,head_assembly
phage_1990,3267,tail protein,tail,
phage_1991,323,"transcriptional regulator, D5-like",transcription regulation,transcription_regulation
phage_1992,6090,tail length tape measure protein,tail,tail_tape_measure
phage_1993,3895,ADP-ribosyltransferase exoenzyme toxin,"moron, auxiliary metabolic gene and host takeover",toxin_systems
phage_1994,391,replication initiation O-like,"DNA, RNA and nucleotide metabolism",dna_replication
phage_1995,3840,tail assembly chaperone,tail,tail_assembly
phage_1996,10089,DarB-like antirestriction,"moron, auxiliary metabolic gene and host takeover",
phage_1997,8865,head scaffolding protein,head and packaging,head_assembly
phage_1998,296,DNA transposition protein,integration and excision,
phage_1999,3547,tail length tape measure protein,tail,tail_tape_measure
phage_2000,325,Dda-like helicase,"DNA, RNA and nucleotide metabolism",dna_replication
phage_2001,2244,tRNA nucleotidyltransferase,"DNA, RNA and nucleotide metabolism",transferases
phage_2002,2392,ABC transporter,"moron, auxiliary metabolic gene and host takeover",
phage_2003,944,membrane protein,"moron, auxiliary metabolic gene and host takeover",membrane_proteins
phage_2004,24527,virion structural protein,head and packaging,structural
phage_2005,124,Sak4-like ssDNA annealing protein,"DNA, RNA and nucleotide metabolism",
phage_2006,2224,GtrA-like O-antigen conversion,"moron, auxiliary metabolic gene and host takeover",
phage_2007,4310,,unknown function,
phage_2008,10089,DarB-like antirestriction,"moron, auxiliary metabolic gene and host takeover",
phage_2009,5073,tail fiber protein,tail,minor_tail
phage_2010,20,holin,lysis,lysis
phage_2011,575,Cox-like excisionase and repressor,integration and excision,recombination
phage_2012,3590,,unknown function,
phage_2013,664,DNA binding protein,"DNA, RNA and nucleotide metabolism",
phage_2014,87,metallo-protease,other,peptidases
phage_2015,83,terminase small subunit,head and packaging,dna_packaging
phage_2016,130,anti-repressor Ant,transcription regulation,transcriptional_control
phage_2017,4942,,unknown function,
phage_2018,66,excisionase and transcriptional regulator,integration and excision,recombination
phage_2019,24210,tail fiber protein,tail,minor_tail
phage_2020,170,PhoH-like phosphate starvation-inducible,other,
phage_2021,8215,baseplate wedge initiator,tail,baseplate
phage_2022,241,head morphogenesis,head and packaging,major_capsid
phage_2023,1190,RNA polymerase sigma factor,transcription regulation,transcription
phage_2024,2649,endolysin,lysis,lysis
phage_2025,4441,HTH DNA binding protein,"DNA, RNA and nucleotide metabolism",
phage_2026,6218,ParB-like partition protein,"DNA, RNA and nucleotide metabolism",
phage_2027,14254,,unknown function,
phage_2028,1032,replication initiation protein,"DNA, RNA and nucleotide metabolism",dna_replication
phage_2029,5668,tail fiber protein,tail,minor_tail
phage_2030,4738,transcriptional repressor,transcription regulation,transcription_regulation
phage_2031,345,replication initiation O-like,"DNA, RNA and nucleotide metabolism",dna_replication
phage_2032,90,endolysin,lysis,lysis
