identifier,Order,Family,Genus,protein_category,Protein families
P0DKP7,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin A superfamily
Q5Y4V8,Araneae,Agelenidae,Agelena,neurotoxin,"Neurotoxin 07 (Beta/delta-agtx) family, 01 (aga-2) subfamily"
D2Y495,Neogastropoda,Conidae,Californiconus,conotoxin,Conotoxin O1 superfamily
D2Y2R3,Araneae,Theraphosidae,Cyriopagopus,neurotoxin,"Neurotoxin 36 family, 02 subfamily"
D6C4I5,Neogastropoda,Conidae,Californiconus,,
D2Y2R1,Araneae,Theraphosidae,Cyriopagopus,neurotoxin,"Neurotoxin 36 family, 02 subfamily"
D2Y2P0,Araneae,Theraphosidae,Cyriopagopus,neurotoxin,"Neurotoxin 25 family, F7 subfamily"
P0DN62,Neogastropoda,Terebridae,Terebra,,
D2Y2H5,Araneae,Theraphosidae,Cyriopagopus,neurotoxin,"Neurotoxin 10 (Hwtx-1) family, 13 (Hntx-13) subfamily"
Q3YEG0,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin O2 superfamily
C0HJQ5,Scorpiones,Buthidae,Mesobuthus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 08 subfamily"
P0DP93,Araneae,Theraphosidae,Chromatopelma,neurotoxin,"Neurotoxin 10 (Hwtx-1) family, 14 (Hntx-1) subfamily"
P0DL72,Araneae,Theraphosidae,Grammostola,neurotoxin,"Neurotoxin 10 (Hwtx-1) family, 08 (Gtx1-15) subfamily"
Q5WR01,Scorpiones,Scorpionidae,Opistophthalmus,scorpion_long_toxin,"Long chain scorpion toxin family, Class 3 subfamily"
P0DP98,Araneae,Theraphosidae,Selenocosmia,neurotoxin,Neurotoxin 10 (Hwtx-1) family
Q3YEF0,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin O3 superfamily
D2Y2H0,Araneae,Theraphosidae,Cyriopagopus,hainantoxin,"Hainantoxin family, 20 subfamily"
P0DP96,Araneae,Theraphosidae,Orphnaecus,neurotoxin,"Neurotoxin 10 (Hwtx-1) family, 22 (Htx-4) subfamily"
Q3YEF8,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin O2 superfamily
P0DP94,Araneae,Theraphosidae,Chromatopelma,neurotoxin,"Neurotoxin 10 (Hwtx-1) family, 22 (Htx-4) subfamily"
Q5Y4X3,Araneae,Agelenidae,Agelena,neurotoxin,Neurotoxin 01 (U2-agtx) family
Q1A3Q9,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin T superfamily
P56207,Araneae,Hexathelidae,Hadronyche,neurotoxin,"Neurotoxin 08 (Shiva) family, 01 (omega toxin) subfamily"
D2Y3T1,Neogastropoda,Conidae,Californiconus,,
P86261,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin A superfamily
P69940,Scorpiones,Buthidae,Tityus,scorpion_long_toxin,"Long chain scorpion toxin family, Class 1 subfamily"
D2Y2P2,Araneae,Theraphosidae,Cyriopagopus,neurotoxin,"Neurotoxin 25 family, F7 subfamily"
P0CAQ5,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin A superfamily
P58786,Neogastropoda,Conidae,Conus,,"O2 superfamily, Contryphan family"
P60993,Araneae,Theraphosidae,Heteroscodra,neurotoxin,"Neurotoxin 10 (Hwtx-1) family, 13 (Hntx-13) subfamily"
Q3YEF4,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin O2 superfamily
P0DM70,Hymenoptera,Vespidae,Protopolybia,bradykinin_related,Bradykinin-related peptide family
D2Y2N9,Araneae,Theraphosidae,Cyriopagopus,neurotoxin,"Neurotoxin 25 family, F7 subfamily"
D2Y496,Neogastropoda,Conidae,Californiconus,conotoxin,Conotoxin O1 superfamily
S0F207,Araneae,Hexathelidae,Hadronyche,neurotoxin,"Neurotoxin 08 (Shiva) family, 02 (omega/kappa toxin) subfamily"
B6DD55,Araneae,Lycosidae,Lycosa,neurotoxin,Neurotoxin 02 (plectoxin) family
B6DD54,Araneae,Lycosidae,Lycosa,neurotoxin,Neurotoxin 02 (plectoxin) family
Q2I2P3,Neogastropoda,Conidae,Conus,,"O2 superfamily, Contryphan family"
D9U2A7,Scorpiones,Buthidae,Lychas,scorpion_long_toxin,"Long chain scorpion toxin family, Class 1 subfamily"
D2DGD4,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin I3 superfamily
P0DOZ1,Neogastropoda,Conidae,Conasprella,,
P0DQU0,Scorpiones,Buthidae,Mesobuthus,antimicrobial_peptide,"Invertebrate defensin family, Type 2 subfamily"
P0DMR9,Scorpiones,Buthidae,Mesobuthus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 17 subfamily"
P0DM27,Neogastropoda,Conidae,Conus,,FARP (FMRFamide related peptide) family
P0C424,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin M superfamily
P0DM28,Neogastropoda,Conidae,Conus,,FARP (FMRFamide related peptide) family
P0DQR7,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin A superfamily
Q7Z096,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin I1 superfamily
P0C352,Neogastropoda,Conidae,Conus,,
P83257,Araneae,Agelenidae,Pireneitega,neurotoxin,"Neurotoxin 07 (Beta/delta-agtx) family, 02 (aga-3) subfamily"
B3EWN2,Araneae,Theraphosidae,Cyriopagopus,neurotoxin,"Neurotoxin 10 (Hwtx-1) family, 10 (haplotoxin-1) subfamily"
S0F1M9,Araneae,Hexathelidae,Hadronyche,neurotoxin,Neurotoxin 11 (kappa toxin) family
D5KXG8,Neogastropoda,Turridae,Gemmula,,
D6C4H5,Neogastropoda,Conidae,Californiconus,conotoxin,Conotoxin T superfamily
D6C4H8,Neogastropoda,Conidae,Californiconus,,
Q5Y4X7,Araneae,Agelenidae,Agelena,neurotoxin,Neurotoxin 01 (U2-agtx) family
D6C4K2,Neogastropoda,Conidae,Californiconus,,
D6C4I0,Neogastropoda,Conidae,Californiconus,conotoxin,Conotoxin I1 superfamily
Q5Y4U7,Araneae,Agelenidae,Agelena,neurotoxin,"Neurotoxin 07 (Beta/delta-agtx) family, 04 (aga-5) subfamily"
D2Y2A2,Araneae,Theraphosidae,Cyriopagopus,neurotoxin,"Neurotoxin 10 (Hwtx-1) family, 13 (Hntx-13) subfamily"
D2Y101,Neogastropoda,Conidae,Californiconus,,
D2Y100,Neogastropoda,Conidae,Californiconus,,
D2DGD9,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin I3 superfamily
P0DN61,Neogastropoda,Terebridae,Terebra,,
D2Y252,Araneae,Theraphosidae,Cyriopagopus,neurotoxin,"Neurotoxin 25 family, F7 subfamily"
Q5Y4X2,Araneae,Agelenidae,Agelena,neurotoxin,Neurotoxin 01 (U2-agtx) family
D9U2B1,Scorpiones,Buthidae,Lychas,scorpion_long_toxin,"Long chain scorpion toxin family, Class 2 subfamily"
P0DL65,Scorpiones,Buthidae,Mesobuthus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 26 subfamily"
P61409,Araneae,Theraphosidae,Grammostola,neurotoxin,Neurotoxin 30 (phrixotoxin) family
D6C4H9,Neogastropoda,Conidae,Californiconus,conotoxin,Conotoxin I1 superfamily
P68424,Araneae,Theraphosidae,Cyriopagopus,neurotoxin,"Neurotoxin 36 family, 02 subfamily"
D2Y2H1,Araneae,Theraphosidae,Cyriopagopus,neurotoxin,"Neurotoxin 25 family, F7 subfamily"
D2Y2H3,Araneae,Theraphosidae,Cyriopagopus,neurotoxin,"Neurotoxin 10 (Hwtx-1) family, 13 (Hntx-13) subfamily"
D2Y2H2,Araneae,Theraphosidae,Cyriopagopus,neurotoxin,"Neurotoxin 25 family, F7 subfamily"
Q25338,Araneae,Theridiidae,Latrodectus,cationic_peptide,"Cationic peptide 01 (latrotoxin) family, 04 (delta-latroinsectotoxin) subfamily"
P58498,Scorpiones,Scorpionidae,Pandinus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 06 subfamily"
P85497,Araneae,Theraphosidae,Brachypelma,neurotoxin,"Neurotoxin 12 (Hwtx-2) family, 06 (TXP1) subfamily"
P0CY84,Neogastropoda,Conidae,Conus,,"O2 superfamily, Contryphan family"
P0CI86,Scorpiones,Buthidae,Lychas,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 29 subfamily"
P0C258,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin I2 superfamily
P0DKM1,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin I2 superfamily
P0CJ45,Scorpiones,Buthidae,Lychas,scorpion_long_toxin,"Long chain scorpion toxin family, Class 2 subfamily"
P0C901,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin A superfamily
P0C8V0,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin A superfamily
P0C254,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin I2 superfamily
D2Y2C4,Araneae,Theraphosidae,Cyriopagopus,neurotoxin,"Neurotoxin 36 family, 02 subfamily"
D2Y2B0,Araneae,Theraphosidae,Cyriopagopus,neurotoxin,"Neurotoxin 10 (Hwtx-1) family, 13 (Hntx-13) subfamily"
B1P1H4,Araneae,Theraphosidae,Chilobrachys,neurotoxin,"Neurotoxin 07 (Beta/delta-agtx) family, 03 (aga-4) subfamily, JZTX sub-subfamily"
B1P1H3,Araneae,Theraphosidae,Chilobrachys,neurotoxin,"Neurotoxin 07 (Beta/delta-agtx) family, 03 (aga-4) subfamily, JZTX sub-subfamily"
A0A346CED7,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin U superfamily
A5A3H1,Araneae,Hexathelidae,Atrax,neurotoxin,"Neurotoxin 08 (Shiva) family, 01 (omega toxin) subfamily"
A0A7S8MU86,Scorpiones,Buthidae,Tityus,scorpion_long_toxin,"Long (3 C-C) scorpion toxin superfamily, Sodium channel inhibitor family"
B1P1I6,Araneae,Theraphosidae,Chilobrachys,neurotoxin,"Neurotoxin 03 (Tx2) family, 02 subfamily"
A0A1P8NVR4,Neogastropoda,Conidae,Conus,,"O2 superfamily, Contryphan family"
P0C8W5,Scorpiones,Caraboctonidae,Hoffmannihadrurus,scorpion_long_toxin,"Long chain scorpion toxin family, Class 3 subfamily"
A0A1P8NVS2,Neogastropoda,Conidae,Conus,,"O2 superfamily, Contryphan family"
B1P1H8,Araneae,Theraphosidae,Chilobrachys,neurotoxin,"Neurotoxin 14 (magi-1) family, OAIP-1 subfamily"
A0A2D1P890,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin M superfamily
P83400,Scorpiones,Buthidae,Hottentotta,scorpion_short_toxin,"Short scorpion toxin superfamily, Chloride channel inhibitor family"
P83407,Scorpiones,Buthidae,Mesobuthus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 19 subfamily"
P83560,Araneae,Macrothelidae,Macrothele,neurotoxin,Neurotoxin 06 (delta-actx) family
P83562,Araneae,Macrothelidae,Macrothele,,RTX family
P83580,Araneae,Hexathelidae,Atrax,neurotoxin,"Neurotoxin 08 (Shiva) family, 01 (omega toxin) subfamily"
P83911,Araneae,Ctenidae,Phoneutria,neurotoxin,Neurotoxin 02 (plectoxin) family
P83243,Scorpiones,Buthidae,Tityus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 13 subfamily"
P83974,Araneae,Theraphosidae,Chilobrachys,neurotoxin,"Neurotoxin 10 (Hwtx-1) family, 33 (Jztx-1) subfamily"
P84034,Araneae,Ctenidae,Phoneutria,neurotoxin,"Neurotoxin 03 (Tx2) family, 05 subfamily"
Q5Y4U4,Araneae,Agelenidae,Agelena,neurotoxin,Neurotoxin 02 (plectoxin) family
P0CI99,Scorpiones,Buthidae,Lychas,scorpion_long_toxin,Long (3 C-C) scorpion toxin superfamily
Q5Y4U2,Araneae,Agelenidae,Agelena,neurotoxin,"Neurotoxin 04 (omega-agtx) family, 03 (type II/III omega-agtx) subfamily"
B1P1I5,Araneae,Theraphosidae,Chilobrachys,neurotoxin,"Neurotoxin 03 (Tx2) family, 02 subfamily"
A0A1D0BRB0,Araneae,Hexathelidae,Hadronyche,neurotoxin,"Neurotoxin 07 (Beta/delta-agtx) family, 02 (aga-3) subfamily"
A0A1P8NVS3,Neogastropoda,Conidae,Conus,,"O2 superfamily, Contryphan family"
A0A1S4NYE8,Araneae,Theraphosidae,Psalmopoeus,neurotoxin,Neurotoxin 10 (Hwtx-1) family
P0CAQ4,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin A superfamily
P0CI49,Scorpiones,Buthidae,Lychas,scorpion_long_toxin,"Long chain scorpion toxin family, Class 1 subfamily"
Q9NJP7,Scorpiones,Buthidae,Mesobuthus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 09 subfamily"
C4PWC3,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin D superfamily
B1P1B2,Araneae,Theraphosidae,Chilobrachys,neurotoxin,"Neurotoxin 36 family, 01 subfamily"
P0C2S6,Araneae,Ctenidae,Phoneutria,neurotoxin,"Neurotoxin 02 (plectoxin) family, 01 (Tx3) subfamily"
A0A6B9L6D3,Hemiptera,Reduviidae,Platymeris,,Venom Ptu1-like knottin family
L0GCW2,Scorpiones,Scorpionidae,Urodacus,scorpion_long_toxin,"Long chain scorpion toxin family, Class 3 subfamily"
G1AS83,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin O2 superfamily
G1AS82,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin O2 superfamily
G1AS81,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin O2 superfamily
G1AS79,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin O2 superfamily
A0A384E0Y8,Scorpiones,Buthidae,Mesobuthus,antimicrobial_peptide,"Invertebrate defensin family, Type 2 subfamily"
G1AS78,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin O2 superfamily
G1AS77,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin O2 superfamily
B0L0Y5,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin S superfamily
G1AS75,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin O2 superfamily
G1AS74,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin O2 superfamily
G1AS73,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin O2 superfamily
L0G8Z0,Scorpiones,Scorpionidae,Urodacus,scorpion_long_toxin,"Long chain scorpion toxin family, Class 3 subfamily"
I6RU37,Scolopendromorpha,Scolopendridae,Scolopendra,scoloptoxin,Scoloptoxin-13 family
P56973,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin A superfamily
P0C2S7,Araneae,Ctenidae,Phoneutria,neurotoxin,Neurotoxin 09 (Tx3-6) family
P0C253,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin I1 superfamily
P0C251,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin I1 superfamily
A9XE60,Scorpiones,Buthidae,Mesobuthus,scorpion_long_toxin,"Long chain scorpion toxin family, Class 1 subfamily"
Q95NK7,Scorpiones,Buthidae,Mesobuthus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 14 subfamily"
B1P1B1,Araneae,Theraphosidae,Chilobrachys,neurotoxin,"Neurotoxin 36 family, 01 subfamily"
B1P1B0,Araneae,Theraphosidae,Chilobrachys,neurotoxin,"Neurotoxin 36 family, 01 subfamily"
B1P1I4,Araneae,Theraphosidae,Chilobrachys,neurotoxin,"Neurotoxin 03 (Tx2) family, 02 subfamily"
C6ZH27,Scorpiones,Buthidae,Lychas,scorpion_long_toxin,"Long chain scorpion toxin family, Class 2 subfamily"
A0A6B9KZA1,Hemiptera,Reduviidae,Platymeris,,Venom Ptu1-like knottin family
Q95NJ8,Scorpiones,Buthidae,Mesobuthus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 17 subfamily"
A0A125S9E0,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin I1 superfamily
C0HJQ2,Scorpiones,Buthidae,Buthus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 19 subfamily"
A0A1D0BR67,Araneae,Hexathelidae,Hadronyche,neurotoxin,"Neurotoxin 03 (Tx2) family, 03 subfamily"
A0A125S9E5,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin K superfamily
A0A125S9E9,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin M superfamily
A0A125S9F0,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin N superfamily
A0A125S9F2,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin O2 superfamily
A0A1D0BPK9,Araneae,Hexathelidae,Hadronyche,neurotoxin,Neurotoxin 06 (delta-actx) family
B1P1H0,Araneae,Theraphosidae,Chilobrachys,neurotoxin,"Neurotoxin 10 (Hwtx-1) family, 64 (Jztx-20) subfamily"
B1P1E9,Araneae,Theraphosidae,Chilobrachys,neurotoxin,"Neurotoxin 10 (Hwtx-1) family, 65 (Jztx-21) subfamily"
D2Y2B4,Araneae,Theraphosidae,Cyriopagopus,neurotoxin,"Neurotoxin 10 (Hwtx-1) family, 13 (Hntx-13) subfamily"
A0A125S9E2,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin I2 superfamily
P0C250,Neogastropoda,Conidae,Conus,,"O2 superfamily, Contryphan family"
S0F215,Araneae,Hexathelidae,Hadronyche,neurotoxin,"Neurotoxin 08 (Shiva) family, 01 (omega toxin) subfamily"
W4VSB7,Araneae,Barychelidae,Trittame,neurotoxin,"Neurotoxin 27 (Jztx-72) family, ICK-41 subfamily"
A0A1P8NVU0,Neogastropoda,Conidae,Conus,,"O2 superfamily, Contryphan family"
A0A1P8NVT3,Neogastropoda,Conidae,Conus,,"O2 superfamily, Contryphan family"
Q9BPD9,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin T superfamily
A6YR20,Neogastropoda,Conidae,Californiconus,conotoxin,Conotoxin O1 superfamily
A0A1P8NVS9,Neogastropoda,Conidae,Conus,,"O2 superfamily, Contryphan family"
P37045,Araneae,Agelenidae,Agelenopsis,neurotoxin,"Neurotoxin 02 (plectoxin) family, 03 (omega-agtx) subfamily"
Q9BP65,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin O3 superfamily
Q5Y4U3,Araneae,Agelenidae,Agelena,neurotoxin,Neurotoxin 37 family
Q9BP60,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin O3 superfamily
Q9BP67,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin O3 superfamily
Q9BH81,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin T superfamily
P59367,Araneae,Ctenidae,Phoneutria,neurotoxin,"Neurotoxin 03 (Tx2) family, 05 subfamily"
Q9BP61,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin O3 superfamily
P11060,Araneae,Agelenidae,Agelenopsis,neurotoxin,"Neurotoxin 07 (Beta/delta-agtx) family, 03 (aga-4) subfamily, Aga sub-subfamily"
P11061,Araneae,Agelenidae,Agelenopsis,neurotoxin,"Neurotoxin 07 (Beta/delta-agtx) family, 03 (aga-4) subfamily, Aga sub-subfamily"
Q9BP66,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin O3 superfamily
B1P1E6,Araneae,Theraphosidae,Chilobrachys,neurotoxin,"Neurotoxin 10 (Hwtx-1) family, 65 (Jztx-21) subfamily"
A0A3F2YLP5,Araneae,Theraphosidae,Avicularia,neurotoxin,Neurotoxin 10 (Hwtx-1) family
A0A3G5BIC2,Diptera,Asilidae,Dolopus,,Asilidin-1 family
Q9BPC1,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin O2 superfamily
Q9BPC3,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin O2 superfamily
A0A3G1VU77,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin R superfamily
C3VVN5,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin D superfamily
D2Y2P1,Araneae,Theraphosidae,Cyriopagopus,neurotoxin,"Neurotoxin 25 family, F7 subfamily"
W4VSB0,Araneae,Barychelidae,Trittame,neurotoxin,"Neurotoxin 03 (Tx2) family, 03 subfamily"
A6YR21,Neogastropoda,Conidae,Californiconus,conotoxin,Conotoxin O1 superfamily
Q9BPD6,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin T superfamily
Q9BPD5,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin T superfamily
Q9BPD4,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin T superfamily
P29425,Araneae,Ctenidae,Phoneutria,neurotoxin,"Neurotoxin 03 (Tx2) family, 06 subfamily"
Q9BPA7,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin O2 superfamily
G8XQX1,Squamata,Viperidae,Daboia,,"Flavin monoamine oxidase family, FIG1 subfamily"
F8J4S0,Araneae,Oxyopidae,Oxyopes,,
E3PQQ8,Neogastropoda,Conidae,Conus,,
P0C166,Scorpiones,Chactidae,Anuroctonus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 06 subfamily"
Q9BPE0,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin T superfamily
Q9BPE1,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin T superfamily
B1P1B7,Araneae,Theraphosidae,Chilobrachys,neurotoxin,"Neurotoxin 10 (Hwtx-1) family, 33 (Jztx-1) subfamily"
P0C175,Scorpiones,Buthidae,Tityus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Epsilon-KTx 01 subfamily"
Q9BPE3,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin T superfamily
A5A3H3,Araneae,Hexathelidae,Atrax,neurotoxin,"Neurotoxin 08 (Shiva) family, 01 (omega toxin) subfamily"
P15969,Araneae,Agelenidae,Agelenopsis,neurotoxin,"Neurotoxin 04 (omega-agtx) family, 01 (type I omega-agtx) subfamily"
Q9BP64,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin O3 superfamily
K7N5K9,Araneae,Theraphosidae,Selenotypus,neurotoxin,"Neurotoxin 14 (magi-1) family, OAIP-1 subfamily"
O46028,Scorpiones,Buthidae,Centruroides,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 10 subfamily"
O76199,Araneae,Ctenidae,Phoneutria,neurotoxin,"Neurotoxin 03 (Tx2) family, 06 subfamily"
A0A4V8GZX0,Araneae,Theraphosidae,Omothymus,neurotoxin,"Neurotoxin 10 (Hwtx-1) family, 14 (Hntx-1) subfamily"
B3EWF5,Araneae,Zodariidae,Lachesana,neurotoxin,"Neurotoxin 19 (CSTX) family, 11 (latartoxin) subfamily"
B3SVF0,Neogastropoda,Conidae,Conus,conotoxin,"Conotoxin M superfamily, Conopeptide Y family"
B3SVF1,Neogastropoda,Conidae,Conus,conotoxin,"Conotoxin M superfamily, Conopeptide Y family"
Q9BH51,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin M superfamily
Q9BH79,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin T superfamily
S0F209,Araneae,Hexathelidae,Hadronyche,neurotoxin,"Neurotoxin 08 (Shiva) family, 02 (omega/kappa toxin) subfamily"
P82960,Araneae,Theraphosidae,Cyriopagopus,neurotoxin,"Neurotoxin 12 (Hwtx-2) family, 02 (Hwtx-2) subfamily"
A0A1L4BJ42,Scorpiones,Hemiscorpiidae,Hemiscorpius,,Scorpion calcin family
A0A1L2FZD4,Scorpiones,Buthidae,Orthochirus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 08 subfamily"
A0A0G3F8Z3,Araneae,Philodromidae,Tibellus,,
B1P1E5,Araneae,Theraphosidae,Chilobrachys,neurotoxin,"Neurotoxin 10 (Hwtx-1) family, 65 (Jztx-21) subfamily"
B1P1B9,Araneae,Theraphosidae,Chilobrachys,neurotoxin,"Neurotoxin 10 (Hwtx-1) family, 36 (Jztx-2) subfamily"
P0C174,Scorpiones,Buthidae,Tityus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Epsilon-KTx 01 subfamily"
X5IFY8,Neogastropoda,Conidae,Conus,,"O2 superfamily, Contryphan family"
Q9BPB0,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin O2 superfamily
Q9BPD2,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin T superfamily
P0C248,Neogastropoda,Conidae,Conus,,"O2 superfamily, Contryphan family"
Q9BP63,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin O3 superfamily
Q9BP62,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin O3 superfamily
Q9BHA0,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin O2 superfamily
P60976,Araneae,Nemesiidae,Calisoga,neurotoxin,"Neurotoxin 13 (insecticidal toxin ABC) family, 02 (Calisoga) subfamily"
P59867,Scorpiones,Scorpionidae,Heterometrus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 06 subfamily"
A0A1P8NVR5,Neogastropoda,Conidae,Conus,,"O2 superfamily, Contryphan family"
Q9BPD1,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin T superfamily
B1P1B8,Araneae,Theraphosidae,Chilobrachys,neurotoxin,"Neurotoxin 10 (Hwtx-1) family, 33 (Jztx-1) subfamily"
P0DW96,Araneae,Theraphosidae,Avicularia,neurotoxin,Neurotoxin 10 (Hwtx-1) family
P0C1R7,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin A superfamily
B3EWF6,Araneae,Zodariidae,Lachesana,neurotoxin,"Neurotoxin 19 (CSTX) family, 11 (latartoxin) subfamily"
W4VSI5,Araneae,Barychelidae,Trittame,neurotoxin,"Neurotoxin 03 (Tx2) family, 03 subfamily"
W4VS23,Araneae,Barychelidae,Trittame,neurotoxin,"Neurotoxin 13 (insecticidal toxin ABC) family, ICK-21 subfamily"
W4VSI6,Araneae,Barychelidae,Trittame,neurotoxin,Neurotoxin 21 family
W4VS46,Araneae,Barychelidae,Trittame,neurotoxin,"Neurotoxin 25 family, ICK-8 subfamily"
P0C1W6,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin D superfamily
P0C1W5,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin D superfamily
P0C1V7,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin A superfamily
P83259,Araneae,Agelenidae,Pireneitega,neurotoxin,"Neurotoxin 07 (Beta/delta-agtx) family, 01 (aga-2) subfamily"
A5A3H4,Araneae,Hexathelidae,Atrax,neurotoxin,"Neurotoxin 08 (Shiva) family, 01 (omega toxin) subfamily"
A5A3H5,Araneae,Hexathelidae,Atrax,neurotoxin,"Neurotoxin 08 (Shiva) family, 01 (omega toxin) subfamily"
P0DM20,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin N superfamily
A9XDG0,Araneae,Lycosidae,Alopecosa,neurotoxin,Neurotoxin omega-lctx family
B1PZN6,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin S superfamily
B2CJ87,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin S superfamily
