identifier,Order,Family,Genus,Protein families,Protein names,embeddings_labels,blast_labels
Q9BPK0,Neogastropoda,Conidae,Conus,Conotoxin M superfamily,Conotoxin TsMMSK-021,-1,30
Q9BPJ9,Neogastropoda,Conidae,Conus,Conotoxin M superfamily,Conotoxin TsMMSK-021 (Conotoxin TsMMSK-022),-1,30
Q9BH73,Neogastropoda,Conidae,Conus,Conotoxin M superfamily,Conotoxin elongated-tx3a-a [Cleaved into: Conotoxin tx3a-b (Tx3a); Conotoxin tx3a-a (Conotoxin Tx3a.1) (Tx3.2) (Tx3a); Conotoxin elongated-tx3a-b],-1,30
Q9BPJ6,Neogastropoda,Conidae,Conus,Conotoxin M superfamily,Conotoxin TxMMSK-02,-1,30
P0CH39,Neogastropoda,Conidae,Conus,Conotoxin A superfamily,Im-conomarphin,-1,30
Q9BPJ5,Neogastropoda,Conidae,Conus,Conotoxin M superfamily,Conotoxin TxMMSK-04,-1,30
P60980,Araneae,Theraphosidae,Grammostola,"Neurotoxin 10 (Hwtx-1) family, 63 (VsTx1) subfamily",Kappa-theraphotoxin-Gr3a (Kappa-TRTX-Gr3a) (Voltage sensor toxin 1) (VsTx1),-1,31
B3FIS7,Araneae,Theraphosidae,Cyriopagopus,"Neurotoxin 10 (Hwtx-1) family, 51 (Hntx-8) subfamily, Hntx-8 sub-subfamily",U5-theraphotoxin-Hs1b 2 (U5-TRTX-Hs1b) (Lectin SHL-Ib2),-1,31
P0DQN1,Araneae,Theraphosidae,Phormingochilus,"Neurotoxin 10 (Hwtx-1) family, 54 (ProTx-1) subfamily",Beta/mu-theraphotoxin-Pe1a (Beta/mu-TRTX-Pe1a),-1,31
P0CH56,Araneae,Theraphosidae,Chilobrachys,"Neurotoxin 10 (Hwtx-1) family, 37 (Jztx-31) subfamily",Mu-theraphotoxin-Cg2a 3 (Mu-TRTX-Cg2a) (Jingzhaotoxin-IV) (JZTX-IV) (Peptide F1-23.73),-1,31
P0C244,Araneae,Theraphosidae,Psalmopoeus,"Neurotoxin 10 (Hwtx-1) family, 62 (Vatx) subfamily",Tau/kappa-theraphotoxin-Pc1a (Tau/kappa-TRTX-Pc1a) (Vanillotoxin-1) (VaTx1),-1,31
P0DJA9,Araneae,Theraphosidae,Grammostola,"Neurotoxin 10 (Hwtx-1) family, 08 (Gtx1-15) subfamily",Toxin GTx1-15 (Beta/omega-theraphotoxin-Gr2a) (Beta/omega-TRTX-Gr2a) (GpTx-1) (GpTx-I),-1,31
P0C245,Araneae,Theraphosidae,Psalmopoeus,"Neurotoxin 10 (Hwtx-1) family, 62 (Vatx) subfamily",Tau-theraphotoxin-Pc1b (Tau-TRTX-Pc1b) (Vanillotoxin-2) (VaTx2),-1,31
P60992,Araneae,Theraphosidae,Heteroscodra,"Neurotoxin 10 (Hwtx-1) family, 09 (HaTx) subfamily",Delta-theraphotoxin-Hm1a (Delta-TRTX-Hm1a) (Heteroscodratoxin-1) (HmTx1) (Kappa-theraphotoxin-Hm1a) (Kappa-TRTX-Hm1a),-1,31
D2Y2D7,Araneae,Theraphosidae,Cyriopagopus,"Neurotoxin 10 (Hwtx-1) family, 22 (Htx-4) subfamily",Mu-theraphotoxin-Hhn1b 3 (Mu-TRTX-Hhn1b) (Hainantoxin-4.3) (Hainantoxin-IV.3) (HnTx-IV.3) (Peptide F8-18.88),-1,31
B3FIS5,Araneae,Theraphosidae,Cyriopagopus,"Neurotoxin 10 (Hwtx-1) family, 51 (Hntx-8) subfamily, Hntx-8 sub-subfamily",U5-theraphotoxin-Hs1a 6 (U5-TRTX-Hs1a) (Lectin SHL-Ia6),-1,31
W4VS49,Araneae,Barychelidae,Trittame,"Neurotoxin 10 (Hwtx-1) family, 25 (ICK4) subfamily",U11-barytoxin-Tl1b (U11-BATX-Tl1b) (Toxin ICK-5),-1,31
B3FIS3,Araneae,Theraphosidae,Cyriopagopus,"Neurotoxin 10 (Hwtx-1) family, 51 (Hntx-8) subfamily, Hntx-8 sub-subfamily",U5-theraphotoxin-Hs1a 4 (U5-TRTX-Hs1a) (Lectin SHL-Ia4),-1,31
B3FIS1,Araneae,Theraphosidae,Cyriopagopus,"Neurotoxin 10 (Hwtx-1) family, 51 (Hntx-8) subfamily, Hntx-8 sub-subfamily",U5-theraphotoxin-Hs1d (U5-TRTX-Hs1d) (Lectin SHL-1a2) (Lectin SHL-Ia2),-1,31
B3EWN3,Araneae,Theraphosidae,Cyriopagopus,"Neurotoxin 10 (Hwtx-1) family, 11 (haplotoxin-2) subfamily",Beta/kappa-theraphotoxin-Hlv1a (Beta/kappa-TRTX-Hlv1a) (Beta/kappa-theraphotoxin-Hl2a) (Beta/kappa-TRTX-Hl2a) (Haplotoxin-2),-1,31
Q9BPH7,Neogastropoda,Conidae,Conus,Conotoxin M superfamily,Conotoxin VnMLKM-04,-1,30
B1P1D2,Araneae,Theraphosidae,Chilobrachys,"Neurotoxin 10 (Hwtx-1) family, 32 (Jztx-16) subfamily",U11-theraphotoxin-Cg1a (U11-TRTX-Cg1a) (Jingzhaotoxin-16.2) (JZTX-16.2),-1,31
B1P1C9,Araneae,Theraphosidae,Chilobrachys,"Neurotoxin 10 (Hwtx-1) family, 29 (Jztx-13) subfamily",U10-theraphotoxin-Cg1a 1 (U10-TRTX-Cg1a) (Jingzhaotoxin-13) (JZTX-13) (Peptide F5-18.88),-1,31
Q5K0C4,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin-like 1,-1,33
Q5K0B9,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin-like 2/7,-1,33
Q5K0B8,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin 1,-1,33
Q5K0C9,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin 2,-1,33
P0DKQ6,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin-like CnVIIJ,-1,33
D6C4L6,Neogastropoda,Conidae,Californiconus,Conotoxin O1 superfamily,Conotoxin Cl6.8,-1,33
D6C4L5,Neogastropoda,Conidae,Californiconus,Conotoxin O1 superfamily,Conotoxin Cl6.7,-1,33
D6C4L4,Neogastropoda,Conidae,Californiconus,Conotoxin O1 superfamily,Conotoxin Cl6.6b,-1,33
D6C4L3,Neogastropoda,Conidae,Californiconus,Conotoxin O1 superfamily,Conotoxin Cl6.6a,-1,33
D6C4L2,Neogastropoda,Conidae,Californiconus,Conotoxin O1 superfamily,Conotoxin Cl6.5,-1,33
D6C4K9,Neogastropoda,Conidae,Californiconus,Conotoxin O1 superfamily,Conotoxin Cl6.2,-1,33
D6C4K0,Neogastropoda,Conidae,Californiconus,Conotoxin O1 superfamily,Conotoxin Cl6.10,-1,33
A0A3G3C7U7,Neogastropoda,Conidae,Conus,Conotoxin O1 family,Omega-conotoxin-like Am6.5,-1,33
D2Y499,Neogastropoda,Conidae,Californiconus,Conotoxin O1 superfamily,Conotoxin Cal6.1e (Conotoxin Cl6.3),-1,33
Q5K0C1,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin 5,-1,33
Q5K0C2,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin 6,-1,33
P0DKQ4,Neogastropoda,Conidae,Conus,Conotoxin M superfamily,Omega-conotoxin-like CnVIIF [Cleaved into: Omega-conotoxin-like CnVIID],-1,33
P69753,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Delta-conotoxin-like MVIA (Delta-MVIA),-1,33
P0DKQ5,Neogastropoda,Conidae,Conus,Conotoxin M superfamily,Omega-conotoxin-like CnVIIG [Cleaved into: Omega-conotoxin-like CnVIIB],-1,33
Q5K0C8,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin 8,-1,33
Q5K0C0,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin-like 3,-1,33
D6C4L7,Neogastropoda,Conidae,Californiconus,Conotoxin O1 superfamily,Conotoxin Cl6.9,-1,33
Q5K0C5,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin Vi6.3 (virgo 10),-1,33
P0C8V9,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin-like Ac6.5,-1,33
P0CB11,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin-like Ai6.3,-1,33
P0C8V8,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin-like Ac6.4,-1,33
P28880,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin SVIA (SNX-157),-1,33
Q9BPA1,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin VnMKLT1-021,-1,33
P0C905,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin Leo-O4,-1,33
M9PQ91,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Delta-conotoxin-like Bt6.4,-1,33
P56633,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Kappa-conotoxin PVIIA (CGX-1051) (Fin-popping peptide),-1,33
A0A384E129,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin MoVIA [Cleaved into: Omega-conotoxin MoVIB],-1,33
Q5K0C7,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin Vi6.1 (Conotoxin vi6a) (virgo 1),-1,33
Q8IS41,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin VxVIB (Conotoxin vx6b),-1,33
Q86RA3,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin VxVIA (Conotoxin vx6a),-1,33
Q9XZL4,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin-like SVIA mutant 1,-1,33
Q9XZL3,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin-like TxO6,-1,33
Q9XZK9,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin-like TxO2,-1,33
Q2I2R1,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin Lt6.4 (Lt6d),-1,33
P01522,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin GVIA (SNX-124) (Shaker peptide) [Cleaved into: Omega-conotoxin GVIB; Omega-conotoxin GVIC],-1,33
A0A2I4QAG8,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,O-conotoxin GeXXXIA (O-conotoxin GeXXVIIA) (O-GeXXVIIA),-1,33
P58920,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin CVID (AM-336) (AM336) (CNSB004) (Leconotide),-1,33
P0C831,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin-like S6.6,-1,33
P0C8V7,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Delta-conotoxin-like Ac6.3,-1,33
Q3YEG3,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin MiK42,-1,33
P69759,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin Vc6b (Vc6.2),-1,33
D2Y492,Neogastropoda,Conidae,Californiconus,Conotoxin O1 superfamily,Conotoxin Cal6.11 (Conotoxin Cal6.2) (Conotoxin Cl6.11) (Conotoxin Cl6b),-1,33
Q3YEF1,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin MaIr34,-1,33
D5KR58,Neogastropoda,Conidae,Californiconus,Conotoxin O1 superfamily,Conotoxin cal6.4a (Conotoxin cal6.4c),-1,33
Q9XZK3,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin-like SO-4 (Omega-conotoxin SO4),-1,33
Q9XYZ1,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin-like PuIIA,-1,33
Q9XYZ0,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin-like PuIA,-1,33
Q3YEG6,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin LiC42,-1,33
Q7Z027,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin C11GB,-1,33
Q3YED1,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin MaIr193,-1,33
Q9U662,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin PnMKLT1-1111,-1,33
Q9U660,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin PnMKLT1-0121,-1,33
Q9U657,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Mu-conotoxin-like PnMKLT1-014,-1,33
Q9U648,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin-like TxMKLT1-0211,-1,33
Q7Z028,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin A11GB,-1,33
Q9XZK2,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin SO-3 (SO3),-1,33
Q2I2R3,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin Lt6.2 (Conotoxin LeD41) (Lt6b),-1,33
Q2I2R0,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin Lt6.5 (Lt6e),-1,33
P0DPM4,Neogastropoda,Conidae,Conus,O1 superfamily,Conotoxin Tx6.6,-1,33
Q3YEG7,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin Bt6.5 (Conotoxin BeB42),-1,33
Q9XZK4,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin-like SO-5 (Omega-conotoxin SO5),-1,33
Q9XZL0,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin-like TxO3,-1,33
Q9U647,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin-like TeAr94 (Omega-conotoxin TxMKLT1-02121),-1,33
Q3YEG4,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin MiK41,-1,33
P69758,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin Vc6a (Vc6.1),-1,33
Q5K0D8,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin-like 2,-1,33
Q5K0D7,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin 3 (S6.9),-1,33
Q5K0D6,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin-like 12,-1,33
Q5K0D5,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin-like 15,-1,33
Q5K0D1,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin 1,-1,33
X5IWS1,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Mu-conotoxin GVIIJ (Conotoxin muO-GVIIJ) (MuO'section sign'-GVIIJ),-1,33
Q5K0D3,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin-like 6,-1,33
P69760,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin Vc6.3,-1,33
Q3YEE6,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin LiCr95,-1,33
Q3YEE5,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin MiEr95,-1,33
Q3YEE4,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin MiEr93,-1,33
Q3YEE3,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin MiEr92,-1,33
Q3YEE2,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin CaHr91,-1,33
Q3YEE1,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin MaIr94,-1,33
Q3YED8,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin ViKr92,-1,33
Q3YED6,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin-like MaIr137,-1,33
P69763,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin Vc6.6,-1,33
Q9U644,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin-like TxMKLT1-031,-1,33
Q5K0D0,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin 12,-1,33
B1P1D0,Araneae,Theraphosidae,Chilobrachys,"Neurotoxin 10 (Hwtx-1) family, 29 (Jztx-13) subfamily",U10-theraphotoxin-Cg1a 2 (U10-TRTX-Cg1a) (Jingzhaotoxin-13.2) (JZTX-13.2) (Peptide F5-18.88),-1,31
P0C902,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin Leo-O1,-1,33
P0C904,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin Leo-O3,-1,33
Q9BPC7,Neogastropoda,Conidae,Conus,Conotoxin O2 superfamily,Conotoxin VnMEKL-023,-1,32
Q9BPC9,Neogastropoda,Conidae,Conus,Conotoxin O2 superfamily,Conotoxin VnMEKL-0222,-1,32
Q9BPD0,Neogastropoda,Conidae,Conus,Conotoxin O2 superfamily,Conotoxin VnMEKL-0221,-1,32
Q2I2Q9,Neogastropoda,Conidae,Conus,Conotoxin O2 superfamily,Conotoxin Lt7.1 (Lt7a),-1,32
B0KZ78,Neogastropoda,Conidae,Conus,Conotoxin O2 superfamily,Conotoxin Bt15a,-1,32
Q9BPC8,Neogastropoda,Conidae,Conus,Conotoxin O2 superfamily,Conotoxin VnMEKL-0223,-1,32
Q9BP89,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin ArMKLT2-041,-1,33
Q9BPA2,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin VnMKLT1-01121,-1,33
Q9BP92,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin ArMKLT2-0122,-1,33
Q9BP88,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin ArMKLT2-0211,-1,33
Q9BP86,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin ArMKLT2-0313,-1,33
Q9BP78,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin ArMKLT2-031,-1,33
Q9BP87,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin ArMKLT2-0312,-1,33
Q9BP79,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin ArMKLT2-022,-1,33
Q9BP80,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin ArMKLT2-0112,-1,33
Q9BP95,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin VnMKLT2-011,-1,33
Q9BP81,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin ArMKLT2-032,-1,33
Q9BP82,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin ArMKLT2-0111,-1,33
P0DKQ3,Neogastropoda,Conidae,Conus,Conotoxin M superfamily,Omega-conotoxin-like CnVIIE [Cleaved into: Omega-conotoxin-like CnVIIC ([Hyp7-CnVIIC])],-1,33
Q9BPC5,Neogastropoda,Conidae,Conus,Conotoxin O2 superfamily,Conotoxin VnMEKL-024,-1,32
Q9BP77,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin ArMKLT2-01,-1,33
P0C834,Neogastropoda,Conidae,Conus,Conotoxin O2 superfamily,Conotoxin S6.11,-1,32
G1AS76,Neogastropoda,Conidae,Conus,Conotoxin O2 superfamily,Conotoxin Vc6.10,-1,32
B1P1C8,Araneae,Theraphosidae,Chilobrachys,"Neurotoxin 10 (Hwtx-1) family, 29 (Jztx-13) subfamily",U10-theraphotoxin-Cg1a 3 (U10-TRTX-Cg1a) (Jingzhaotoxin-13.3) (JZTX-13.3) (Peptide F5-18.88),-1,31
B1P1C7,Araneae,Theraphosidae,Chilobrachys,"Neurotoxin 10 (Hwtx-1) family, 43 (Jztx-49) subfamily",U9-theraphotoxin-Cg1a (U9-TRTX-Cg1a) (Jingzhaotoxin-49) (JZTX-49) (Peptide F2-41.53),-1,31
B1P1C6,Araneae,Theraphosidae,Chilobrachys,"Neurotoxin 10 (Hwtx-1) family, 46 (Jztx-7/10/12) subfamily",U1-theraphotoxin-Cg1d 2 (U1-TRTX-Cg1d) (Jingzhaotoxin-12.2) (JZTX-12.2) (Peptide F4-15.91),-1,31
B1P1C2,Araneae,Theraphosidae,Chilobrachys,"Neurotoxin 10 (Hwtx-1) family, 46 (Jztx-7/10/12) subfamily",U1-theraphotoxin-Cg1b (U1-TRTX-Cg1b) (Jingzhaotoxin-10) (JZTX-10),-1,31
Q9BPC2,Neogastropoda,Conidae,Conus,Conotoxin O2 superfamily,Conotoxin VnMEKL-0111 (Conotoxin VnMEKL-013),-1,32
A0A125S9F3,Neogastropoda,Conidae,Conus,Conotoxin O2 superfamily,Conotoxin Im6.9 (Conopeptide im019),-1,32
Q9BPB7,Neogastropoda,Conidae,Conus,Conotoxin O2 superfamily,Conotoxin TxMEKL-011,-1,32
Q9BPA6,Neogastropoda,Conidae,Conus,Conotoxin O2 superfamily,Conotoxin PnMEKL-04,-1,32
P24160,Neogastropoda,Conidae,Conus,Conotoxin O2 superfamily,Gamma-conotoxin-like TxVIIA (TxIIA),-1,32
Q9BPB9,Neogastropoda,Conidae,Conus,Conotoxin O2 superfamily,Conotoxin TsMEKL-011,-1,32
Q9BHB7,Neogastropoda,Conidae,Conus,Conotoxin O2 superfamily,Conotoxin TxMEKL-021 (Conotoxin TxMEKL-022),-1,32
A0A3G3C7V6,Neogastropoda,Conidae,Conus,Conotoxin O2 family,Gamma-conotoxin-like Am6.6,-1,32
A0A2L2P6T1,Neogastropoda,Conidae,Conus,Conotoxin O2 family,Conotoxin Am6.1 (Am3286) (Am3408) (Am3452) (Am6.1a) (Am6.1b) (Am6.1c),-1,32
G1AS80,Neogastropoda,Conidae,Conus,Conotoxin O2 superfamily,Conotoxin Vc6.14,-1,32
Q9BPA9,Neogastropoda,Conidae,Conus,Conotoxin O2 superfamily,TxMEKL-P2 (Conotoxin 6),-1,32
Q3YEF7,Neogastropoda,Conidae,Conus,Conotoxin O2 superfamily,Conotoxin LeD51,-1,32
Q2I2Q6,Neogastropoda,Conidae,Conus,Conotoxin O2 superfamily,Conotoxin Lt15a (Lt15.1),-1,32
P58922,Neogastropoda,Conidae,Conus,Conotoxin O2 superfamily,Conotoxin Gla(1)-TxVI (TeA52),-1,32
Q3YEF9,Neogastropoda,Conidae,Conus,Conotoxin O2 superfamily,Conotoxin Bt6.6 (Conotoxin BeB54),-1,32
Q9BPC6,Neogastropoda,Conidae,Conus,Conotoxin O2 superfamily,Conotoxin VnMEKL-021,-1,32
P0C903,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin Leo-O2,-1,33
Q9BP90,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin ArMKLT2-0251,-1,33
Q9BP84,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin ArMKLT2-0322,-1,33
P0DW77,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin Tr6.2,-1,33
P0DW76,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin Vi6.9 (virgo 3),-1,33
Q26443,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Mu-conotoxin MrVIB (CGX-1002),-1,33
P58917,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin CVIA,-1,33
J7GY56,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Alpha-conotoxin GeXIVA (Alpha-O-conotoxin GeXIVA) (Conotoxin Ge14.1) (Conotoxin GeXIVAWT),-1,33
B2KJ30,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Delta-conotoxin-like S6.8,-1,33
Q9XZL5,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin-like SVIA mutant 2,-1,33
P05484,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin MVIIA (SNX-111) (Ziconotide),-1,33
P56708,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Mu-conotoxin MrVIA (Conotoxin Mr6.5),-1,33
P0C833,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin S6.10,-1,33
P0CY63,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin Bu4,-1,33
P0CY61,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin Bu2,-1,33
P0CY62,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin Bu3,-1,33
P0CY64,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin Bu5,-1,33
P0CY65,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin Bu6,-1,33
P0DJC6,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin Qc6.1,-1,33
P0DJC7,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin Qc6.2,-1,33
Q9BH84,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin-like ArMKLT1-011 (Conotoxin ArMKLT1-0131),-1,33
P56712,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin PnVIA,-1,33
P0DTZ7,Neogastropoda,Conidae,Californiconus,Conotoxin O1 superfamily,Conotoxin Cal6.35 (O1_Cal6.35),-1,33
Q9BPA4,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin VnMKLT1-01122,-1,33
P0DTZ5,Neogastropoda,Conidae,Californiconus,Conotoxin O1 superfamily,Conotoxin Cal6.33 (O1_cal6.33),-1,33
P0DTZ0,Neogastropoda,Conidae,Californiconus,Conotoxin O1 superfamily,Conotoxin Cal6.28 (O1_cal6.28),-1,33
Q9BPA3,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin VnMKLT1-012,-1,33
Q9BP93,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin VnMKLT2-013,-1,33
Q9BP94,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin VnMKLT2-012,-1,33
Q9BP91,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin ArMKLT2-022,-1,33
Q2I2R4,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin Lt6.1 (Lt6a),-1,33
Q9BP85,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin ArMKLT2-0321,-1,33
Q9BPA0,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin VnMKLT1-022,-1,33
Q9BP99,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin-like ArMKLT1-02,-1,33
Q9BP98,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin VnMKLT2-021,-1,33
P0DTY2,Neogastropoda,Conidae,Californiconus,Conotoxin O1 superfamily,Conotoxin Cal6.20 (O1_cal6.20),-1,33
P0DTY4,Neogastropoda,Conidae,Californiconus,Conotoxin O1 superfamily,Conotoxin Cal6.22 (O1_cal6.22),-1,33
P0DW78,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin Tr6.3,-1,33
Q9BP97,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin VnMKLT2-021 (Conotoxin VnMKLT2-0222),-1,33
