identifier,group,major_group,sub_group,membran_prediction,seq_start,number_cysteines
SP|Q69CJ8|Ophiophagus_hannah,Short-chain,Short-chain,,Secreted,MKP,8
SP|Q69CK0|Ophiophagus_hannah,Short-chain,Short-chain,β-cardiotoxin,Secreted,MKT,8
SP|A7X4Q3|Oxyuranus_microlepidotus,Long-chain,Long-chain,,Secreted,MKT,10
SP|A8HDK7|Oxyuranus_microlepidotus,Long-chain,Long-chain,,Secreted,MKT,10
SP|A8HDK8|Oxyuranus_microlepidotus,Long-chain,Long-chain,,Secreted,MKT,10
SP|A7X4R0|Oxyuranus_microlepidotus,Non-standard,Non-standard,Australian long-chain reversion,Secreted,MKT,8
SP|A7X4R5|Oxyuranus_microlepidotus,Short-chain,Short-chain,,Secreted,MKT,8
SP|A7X4S0|Oxyuranus_microlepidotus,Short-chain,Short-chain,,Secreted,MKT,8
SP|A7X4S7|Oxyuranus_microlepidotus,Short-chain,Short-chain,,Secreted,MKT,9
SP|A7X4T2|Oxyuranus_microlepidotus,Short-chain,Short-chain,,Secreted,MKT,8
SP|A8HDK2|Oxyuranus_scutellatus_scutellatus,Short-chain,Short-chain,,Secreted,MKT,8
SP|A8HDK9|Oxyuranus_scutellatus_scutellatus,Non-standard,Non-standard,Australian long-chain reversion,Secreted,MKT,8
SP|P0CB06|Oxyuranus_scutellatus_scutellatus,Short-chain,Short-chain,,Secreted,,8
SP|Q45Z11|Oxyuranus_scutellatus_scutellatus,Short-chain,Short-chain,,Secreted,MKT,8
SP|Q4VRI0|Oxyuranus_scutellatus_scutellatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|H8PG68|Parasuta_nigriceps,Long-chain,Long-chain,,Secreted,MKT,10
TR|H8PG67|Parasuta_nigriceps,Non-standard,Non-standard,,Secreted,MKT,9
TR|H8PG61|Parasuta_nigriceps,Short-chain,Short-chain,,Secreted,MKT,9
TR|H8PG65|Parasuta_nigriceps,Short-chain,Short-chain,,Secreted,MKT,9
SP|P14612|Pseudechis_australis,Non-standard,Non-standard,,Secreted,MKT,11
SP|P25497|Pseudechis_australis,Short-chain,Short-chain,,Secreted,MKT,9
SP|A8HDJ4|Pseudechis_porphyriacus,Short-chain,Short-chain,,Secreted,MKT,9
TR|S6CB76|Pseudechis_rossignolii,Long-chain,Long-chain,,Secreted,MKT,10
TR|R4FIT5|Pseudonaja_modesta,Long-chain,Long-chain,,Secreted,MKT,10
TR|R4FK68|Pseudonaja_modesta,Long-chain,Long-chain,,Secreted,MKT,10
TR|R4FK75|Pseudonaja_modesta,Long-chain,Long-chain,,Secreted,MKT,10
TR|R4G319|Pseudonaja_modesta,Long-chain,Long-chain,,Secreted,MKT,10
TR|R4G2J7|Pseudonaja_modesta,Non-standard,Non-standard,,Secreted,MKT,9
TR|R4G326|Pseudonaja_modesta,Non-standard,Non-standard,,Secreted,MKT,9
TR|R4G7K6|Pseudonaja_modesta,Non-standard,Non-standard,,Secreted,MKT,9
TR|R4FIT0|Pseudonaja_modesta,Non-standard,Non-standard,Australian long-chain reversion,Secreted,MKT,8
TR|R4FIV9|Pseudonaja_modesta,Short-chain,Short-chain,,Secreted,MKT,8
TR|R4FIW8|Pseudonaja_modesta,Short-chain,Short-chain,,Secreted,MKT,8
TR|R4FK93|Pseudonaja_modesta,Non-standard,Non-standard,Australian long-chain reversion,Secreted,MKT,8
TR|R4FKC0|Pseudonaja_modesta,Short-chain,Short-chain,,Secreted,MKT,8
TR|R4G2J9|Pseudonaja_modesta,Short-chain,Short-chain,,Secreted,MKT,8
TR|R4G2K1|Pseudonaja_modesta,Short-chain,Short-chain,,Secreted,MKT,8
TR|R4G2K2|Pseudonaja_modesta,Short-chain,Short-chain,,Secreted,MKT,8
TR|R4G2K6|Pseudonaja_modesta,Short-chain,Short-chain,,Secreted,MKT,8
TR|R4G321|Pseudonaja_modesta,Non-standard,Non-standard,Australian long-chain reversion,Secreted,MKT,8
TR|R4G330|Pseudonaja_modesta,Short-chain,Short-chain,,Secreted,MKT,8
TR|R4G7K5|Pseudonaja_modesta,Short-chain,Short-chain,,Secreted,MKT,8
NCBI|PSETE_GDAD01001328.1_69_296|Pseudonaja_textilis,Non-standard,Non-standard,,Secreted,,11
SP|P13495|Pseudonaja_textilis,Long-chain,Long-chain,,Secreted,,10
SP|Q9W7J5|Pseudonaja_textilis,Long-chain,Long-chain,,Secreted,MKT,10
NCBI|PSETE_GDAD01000187.1_103_339|Pseudonaja_textilis,Non-standard,Non-standard,,Secreted,,9
SP|Q9W7J9|Pseudonaja_textilis,Non-standard,Non-standard,,Secreted,MKT,7
NCBI|Pste_2|Pseudonaja_textilis,PSCA,Ly-6,PSCA,Membrane,MHG,11
NCBI|Pste_3|Pseudonaja_textilis,SLURP1,Ly-6,SLURP1,Membrane,MMK,10
NCBI|Pste_4|Pseudonaja_textilis,LYPD2,Ly-6,LYPD2,Membrane,MVK,10
NCBI|Pste_5|Pseudonaja_textilis,Reptilian Ly6 group 1,Ly-6,Reptilian Ly6 group 1,Membrane,MPT,10
NCBI|Pste_6|Pseudonaja_textilis,Reptilian Ly6 group 1-2,Ly-6,Reptilian Ly6 group 1-2,Membrane,MKP,10
NCBI|Pste_7|Pseudonaja_textilis,Reptilian Ly6 group 3,Ly-6,Reptilian Ly6 group 3,Secreted,MKR,11
NCBI|Pste_8|Pseudonaja_textilis,Reptilian Ly6 group 4,Ly-6,Reptilian Ly6 group 4,Membrane,MKT,10
NCBI|Pste_9|Pseudonaja_textilis,Ly6E,Ly-6,Ly6E,Secreted,MKT,10
NCBI|Pste_s337_1|Pseudonaja_textilis,Plesiotypic,Plesiotypic,,Secreted,MKT,10
NCBI|PSETE_GDAD01000072.1_272_508|Pseudonaja_textilis,Short-chain,Short-chain,,Secreted,,8
NCBI|PSETE_GDAD01000079.1_272_508|Pseudonaja_textilis,Short-chain,Short-chain,,Secreted,,8
NCBI|PSETE_GDAD01000185.1_103_345|Pseudonaja_textilis,Short-chain,Short-chain,,Secreted,,8
NCBI|PSETE_XM_026716000.1_90_335|Pseudonaja_textilis,Short-chain,Short-chain,,Secreted,MKT,8
NCBI|Pste1|Pseudonaja_textilis,Short-chain,Short-chain,,Secreted,MKT,8
SP|A8HDK1|Pseudonaja_textilis,Short-chain,Short-chain,,Secreted,MKT,8
SP|A8HDK6|Pseudonaja_textilis,Non-standard,Non-standard,Australian long-chain reversion,Secreted,MKT,8
SP|Q9W7J6|Pseudonaja_textilis,Short-chain,Short-chain,,Secreted,MKT,8
SP|Q9W7J7|Pseudonaja_textilis,Short-chain,Short-chain,,Secreted,MKT,8
SP|Q9W7K0|Pseudonaja_textilis,Short-chain,Short-chain,,Secreted,MKT,8
SP|Q9W7K1|Pseudonaja_textilis,Short-chain,Short-chain,,Secreted,MKT,8
SP|Q9W7K2|Pseudonaja_textilis,Short-chain,Short-chain,,Secreted,MKT,8
SP|A8HDK4|Tropidechis_carinatus,Long-chain,Long-chain,,Secreted,MKT,10
SP|A8HDJ5|Tropidechis_carinatus,Short-chain,Short-chain,,Secreted,MKT,9
SP|A8HDJ6|Tropidechis_carinatus,Short-chain,Short-chain,,Secreted,MKT,9
TR|R4FIZ6|Vermicella_annulata,Long-chain,Long-chain,,Secreted,MKT,10
TR|R4FKG3|Vermicella_annulata,Long-chain,Long-chain,,Secreted,MKT,10
TR|R4G352|Vermicella_annulata,Long-chain,Long-chain,,Secreted,MKT,10
TR|R4FKG7|Vermicella_annulata,Non-standard,Non-standard,,Secreted,MKT,9
TR|R4G2M2|Vermicella_annulata,Non-standard,Non-standard,,Secreted,MKT,9
TR|R4G354|Vermicella_annulata,Non-standard,Non-standard,,Secreted,MKT,9
TR|R4FIZ2|Vermicella_annulata,Short-chain,Short-chain,,Secreted,MKT,8
TR|R4G2M0|Vermicella_annulata,Short-chain,Short-chain,,Secreted,MKT,8
TR|R4G7L9|Vermicella_annulata,Short-chain,Short-chain,,Secreted,MKT,8
NCBI|WALAE_GIJO01002154.1_C376_188|Walterinnesia_aegyptia,Plesiotypic,Plesiotypic,,Secreted,,10
SP|C0HKZ8|Walterinnesia_aegyptia,Plesiotypic,Plesiotypic,,Secreted,,10
SP|C1IC49|Walterinnesia_aegyptia,Plesiotypic,Plesiotypic,,Secreted,MKT,10
NCBI|WALAE_GIJO01000037.1_C2199_1945|Walterinnesia_aegyptia,Short-chain,Short-chain,,Secreted,,8
NCBI|WALAE_GIJO01002203.1_C450_211|Walterinnesia_aegyptia,Short-chain,Short-chain,,Secreted,,9
NCBI|WALAE_GIJO01002391.1_C377_165|Walterinnesia_aegyptia,Short-chain,Short-chain,,Secreted,,9
NCBI|WALAE_GIJO01002432.1_C415_209|Walterinnesia_aegyptia,Short-chain,Short-chain,,Secreted,,9
SP|C1IC47|Walterinnesia_aegyptia,Short-chain,Short-chain,,Secreted,MKT,8
SP|C1IC48|Walterinnesia_aegyptia,Short-chain,Short-chain,,Secreted,MKT,9
TR|H0YB12|Homo_sapiens,SLURP2,Ly-6,SLURP2,Secreted,,5
NCBI|NP_076435.1|Homo_sapiens,LYNX1-SLURP2 readthrough,Ly-6,LYNX1-SLURP2 readthrough,Secreted,MTP,15
SP|Q17RY6|Homo_sapiens,Ly6K,Ly-6,Ly6K,Membrane,MAL,11
TR|E5RGJ8|Homo_sapiens,Ly6K,Ly-6,Ly6K,Secreted,MAL,6
NCBI|NP_001153826.1|Homo_sapiens,Ly6K,Ly-6,Ly6K,Secreted,MAL,5
None|B.multicinctus_HiC_scaffold7_G00795.t1|Bungarus_multicinctus,Ly6 other,Ly-6,Ly6 other,Membrane,MKV,
None|B.multicinctus_HiC_scaffold7_G00800.t1|Bungarus_multicinctus,Ly6 other,Ly-6,Ly6 other,Membrane,MPA,
None|B.multicinctus_HiC_scaffold7_G00801.t1|Bungarus_multicinctus,Ly6 other,Ly-6,Ly6 other,Membrane,MLS,
None|denovo_2_scaffold7|Bungarus_multicinctus,Plesiotypic,Plesiotypic,,Secreted,MKT,
None|ScVE01q_1072_HRSCAF_1231_-_32|Naja_naja,Short-chain,Short-chain,,Secreted,MKT,
None|ScVE01q_1072_HRSCAF_1231_-_33|Naja_naja,Short-chain,Short-chain,,Secreted,MKT,
